horizon,mse,r_squared,rmse
1,1.0132502139926933,0.8507520116936284,1.0066033051767183
2,1.8050057419926435,0.7343381946459759,1.3435050212011281
3,2.387748364240011,0.6487349742757436,1.5452340807269334
4,2.9870352267081275,0.5607445786444579,1.7283041476279941
5,3.4269544109361467,0.49643840525392746,1.8512035033826364
6,3.8236159208862417,0.4384921610726926,1.9554068428043925
7,4.185487361645863,0.38558756585925713,2.0458463680457197
8,4.516033786853794,0.33774343520689754,2.1250961829653248
9,4.813491022717847,0.2947655282991226,2.1939669602612177
10,5.091709352235518,0.2546409756098369,2.2564816312648146
11,5.356699989281104,0.2164423031868421,2.314454577061538
12,5.584105598520189,0.18382162225487841,2.3630712216351393
13,5.855786359686035,0.1448696313443728,2.419873211489816
14,6.042876218970303,0.11780075552828417,2.4582262342938055
15,6.195689772771082,0.09571592169703269,2.489114254663912
16,6.340291793646129,0.0749219095430218,2.5179936047667257
17,6.457580410819152,0.058332861350104404,2.5411769735339473
18,6.546253912569808,0.046398658768944556,2.5585648150027014
19,6.628613710049802,0.035580940148881024,2.5746094286415175
20,6.693832269185548,0.0272894051758944,2.5872441456471686
21,6.746623220009891,0.020800466439466758,2.5974262684453415
22,6.8015904714106075,0.014032754571449257,2.6079859032231383
23,6.8575845505452495,0.007040397853251279,2.6186990187009367
24,6.90718250795735,0.0009815600814940817,2.6281519187363105
25,6.973995958714242,-0.007605581019208385,2.640832436697611
26,7.034283351531585,-0.015060536416626524,2.652222342024059
27,7.0891195065736,-0.022014096753318446,2.6625400478816466
28,7.146588844110352,-0.029451001369690033,2.6733104653426154
29,7.193400762967726,-0.03547528779634379,2.6820515958809827
30,7.228971490661849,-0.03964722256841058,2.6886746717782444
31,7.271837629534489,-0.04496811662437583,2.69663450054591
32,7.31329146779817,-0.05023555374997013,2.704309795086016
33,7.329892496304079,-0.052714762588328856,2.707377420365339
34,7.357633244380831,-0.05675726407842974,2.712495759329557
35,7.393127194692263,-0.06159534172167569,2.7190305615590757
36,7.4132460280222325,-0.0654213924360103,2.7227276815763695
37,7.441729488495521,-0.07070956022959551,2.7279533515981393
38,7.461763952658404,-0.07609913407771884,2.7316229521400652
39,7.480557996146403,-0.08043844096282982,2.7350608761317186
40,7.496825537151116,-0.0845293488967489,2.738033151214776
41,7.50457083397458,-0.08637381412791068,2.7394471767082096
42,7.513322235461194,-0.088395204075159,2.741044004656108
43,7.517834536875154,-0.09028141141744372,2.7418669801569795
44,7.517505494937972,-0.09081344620302234,2.7418069762362873
45,7.514042357409541,-0.09094725712989016,2.7411753605724574
46,7.517279194287514,-0.09143403496383673,2.741765707402351
47,7.52831845733557,-0.09312506491570383,2.7437781355888764
48,7.534701714148057,-0.09511873863945519,2.7449411130565364
49,7.547503388684703,-0.09722700533511897,2.7472719902995957
50,7.564412422820954,-0.09932060004031884,2.7503476912603166
51,7.5856988650371235,-0.10129725431533676,2.7542147456284383
52,7.610224113153975,-0.10365334414563376,2.7586634650051054
53,7.626328230859618,-0.1050929847140305,2.761580748567678
54,7.639116050083261,-0.10606981718566022,2.763895086663613
55,7.652539217051618,-0.10683175272037504,2.76632232703487
56,7.663979126425857,-0.10722875526303643,2.7683892656969062
57,7.6695730461407825,-0.10686732075196503,2.769399401700806
58,7.68488546320079,-0.1077818443937093,2.7721625968187347
59,7.7085700208128465,-0.10990654693250979,2.7764311662299224
60,7.7303788548603265,-0.11169221713974364,2.7803558863678455
