Maturity (Years),Execution Date,Horizon (Years),Metric,Value
9.0,1990-06-01,4.0,RMSE,0.015223191743183088
9.0,1990-06-01,4.0,R-Squared,-1.2377709788372386
9.0,1990-06-01,5.0,RMSE,0.014201962212360772
9.0,1990-06-01,5.0,R-Squared,-1.2494615397093662
10.0,1990-06-01,0.5,RMSE,0.003560339218346602
10.0,1990-06-01,0.5,R-Squared,-0.2706861255394373
10.0,1990-06-01,1.0,RMSE,0.0031370722705278023
10.0,1990-06-01,1.0,R-Squared,-0.027030805570772642
10.0,1990-06-01,2.0,RMSE,0.006020234284656414
10.0,1990-06-01,2.0,R-Squared,-0.4244697016812582
10.0,1990-06-01,3.0,RMSE,0.010957129575394065
10.0,1990-06-01,3.0,R-Squared,-0.7049671260366182
10.0,1990-06-01,4.0,RMSE,0.013760157645454005
10.0,1990-06-01,4.0,R-Squared,-0.9323287569664229
10.0,1990-06-01,5.0,RMSE,0.012887780606967221
10.0,1990-06-01,5.0,R-Squared,-0.9621839624900728
0.08333,1990-09-01,0.5,RMSE,
0.08333,1990-09-01,0.5,R-Squared,
0.08333,1990-09-01,1.0,RMSE,
0.08333,1990-09-01,1.0,R-Squared,
0.08333,1990-09-01,2.0,RMSE,
0.08333,1990-09-01,2.0,R-Squared,
