Maturity (Years),Execution Date,Horizon (Years),Metric,Value
7.0,1995-08-01,5.0,RMSE,0.007711326094011325
7.0,1995-08-01,5.0,R-Squared,-0.4413902434223562
8.0,1995-08-01,0.5,RMSE,0.005236597843105546
8.0,1995-08-01,0.5,R-Squared,-3.1396961828421395
8.0,1995-08-01,1.0,RMSE,0.005131671473159805
8.0,1995-08-01,1.0,R-Squared,-0.02379234505430139
8.0,1995-08-01,2.0,RMSE,0.004303754071500983
8.0,1995-08-01,2.0,R-Squared,-0.05584903240357808
8.0,1995-08-01,3.0,RMSE,0.005905196667773743
8.0,1995-08-01,3.0,R-Squared,-0.29648922582359893
8.0,1995-08-01,4.0,RMSE,0.008575643999682638
8.0,1995-08-01,4.0,R-Squared,-0.6134020044329953
8.0,1995-08-01,5.0,RMSE,0.007771607753129334
8.0,1995-08-01,5.0,R-Squared,-0.4848424058393208
9.0,1995-08-01,0.5,RMSE,0.004853707259763399
9.0,1995-08-01,0.5,R-Squared,-2.619301245112738
9.0,1995-08-01,1.0,RMSE,0.005145579001887747
9.0,1995-08-01,1.0,R-Squared,-0.03902536183429994
9.0,1995-08-01,2.0,RMSE,0.004381982959858001
9.0,1995-08-01,2.0,R-Squared,-0.11336652042866424
9.0,1995-08-01,3.0,RMSE,0.005946418843394732
9.0,1995-08-01,3.0,R-Squared,-0.26574605966900533
9.0,1995-08-01,4.0,RMSE,0.008630178238926473
9.0,1995-08-01,4.0,R-Squared,-0.6039845949097673
9.0,1995-08-01,5.0,RMSE,0.007881837654792476
9.0,1995-08-01,5.0,R-Squared,-0.5578590243147785
10.0,1995-08-01,0.5,RMSE,0.00444367194347394
10.0,1995-08-01,0.5,R-Squared,-2.0537950227094934
10.0,1995-08-01,1.0,RMSE,0.005207004838134107
10.0,1995-08-01,1.0,R-Squared,-0.07220530128991687
10.0,1995-08-01,2.0,RMSE,0.00451298913132641
10.0,1995-08-01,2.0,R-Squared,-0.19710649474985975
10.0,1995-08-01,3.0,RMSE,0.006004903965160277
10.0,1995-08-01,3.0,R-Squared,-0.2345985559630439
10.0,1995-08-01,4.0,RMSE,0.008665511786508037
10.0,1995-08-01,4.0,R-Squared,-0.5732449839497868
10.0,1995-08-01,5.0,RMSE,0.008025335287224324
10.0,1995-08-01,5.0,R-Squared,-0.600265681863402
0.08333,1995-06-01,0.5,RMSE,
0.08333,1995-06-01,0.5,R-Squared,
0.08333,1995-06-01,1.0,RMSE,
0.08333,1995-06-01,1.0,R-Squared,
0.08333,1995-06-01,2.0,RMSE,
0.08333,1995-06-01,2.0,R-Squared,
0.08333,1995-06-01,3.0,RMSE,
0.08333,1995-06-01,3.0,R-Squared,
0.08333,1995-06-01,4.0,RMSE,
0.08333,1995-06-01,4.0,R-Squared,
0.08333,1995-06-01,5.0,RMSE,
0.08333,1995-06-01,5.0,R-Squared,
0.25,1995-06-01,0.5,RMSE,0.0013996765737716175
0.25,1995-06-01,0.5,R-Squared,0.24277097834692019
0.25,1995-06-01,1.0,RMSE,0.0018786643574326605
0.25,1995-06-01,1.0,R-Squared,0.04767700890476212
0.25,1995-06-01,2.0,RMSE,0.0015465224525127949
0.25,1995-06-01,2.0,R-Squared,0.09154022676013507
0.25,1995-06-01,3.0,RMSE,0.0013951918172417604
0.25,1995-06-01,3.0,R-Squared,0.12145718174055598
0.25,1995-06-01,4.0,RMSE,0.0029498412861597365
0.25,1995-06-01,4.0,R-Squared,0.07686245082927201
0.25,1995-06-01,5.0,RMSE,0.0036438135020673158
0.25,1995-06-01,5.0,R-Squared,-0.030781166015080075
0.5,1995-06-01,0.5,RMSE,0.0015264266039510801
0.5,1995-06-01,0.5,R-Squared,-0.017861456217914462
0.5,1995-06-01,1.0,RMSE,0.0024796288861075317
0.5,1995-06-01,1.0,R-Squared,-0.4883418774679864
0.5,1995-06-01,2.0,RMSE,0.0019285846087164962
0.5,1995-06-01,2.0,R-Squared,-0.4000926880301958
0.5,1995-06-01,3.0,RMSE,0.0016382862893127923
0.5,1995-06-01,3.0,R-Squared,-0.35145576148124125
0.5,1995-06-01,4.0,RMSE,0.003655016998546562
0.5,1995-06-01,4.0,R-Squared,-0.19550959375049248
0.5,1995-06-01,5.0,RMSE,0.004437928999802158
0.5,1995-06-01,5.0,R-Squared,-0.09101591364316275
1.0,1995-06-01,0.5,RMSE,0.0023933323679226188
1.0,1995-06-01,0.5,R-Squared,-0.42184769439850256
1.0,1995-06-01,1.0,RMSE,0.0031050063486226763
1.0,1995-06-01,1.0,R-Squared,-0.40001008142644867
1.0,1995-06-01,2.0,RMSE,0.0027512857407897533
1.0,1995-06-01,2.0,R-Squared,-0.1024406531082247
1.0,1995-06-01,3.0,RMSE,0.0024663148252795555
1.0,1995-06-01,3.0,R-Squared,-0.11605240493811708
1.0,1995-06-01,4.0,RMSE,0.005192748965300371
1.0,1995-06-01,4.0,R-Squared,-0.29586181805576905
1.0,1995-06-01,5.0,RMSE,0.005539771868789626
1.0,1995-06-01,5.0,R-Squared,-0.09879444123174119
2.0,1995-06-01,0.5,RMSE,0.0038824155229454775
2.0,1995-06-01,0.5,R-Squared,-0.7984644410556556
2.0,1995-06-01,1.0,RMSE,0.004395469612113038
2.0,1995-06-01,1.0,R-Squared,-0.20521108960832435
2.0,1995-06-01,2.0,RMSE,0.003803608904456359
2.0,1995-06-01,2.0,R-Squared,0.04961089573367894
2.0,1995-06-01,3.0,RMSE,0.003728327003346146
2.0,1995-06-01,3.0,R-Squared,-0.09070064441728665
2.0,1995-06-01,4.0,RMSE,0.006678405130357416
2.0,1995-06-01,4.0,R-Squared,-0.43024964545673394
2.0,1995-06-01,5.0,RMSE,0.006394923576311819
2.0,1995-06-01,5.0,R-Squared,-0.1660007514988744
3.0,1995-06-01,0.5,RMSE,0.004341953084562963
3.0,1995-06-01,0.5,R-Squared,-1.221358999285663
3.0,1995-06-01,1.0,RMSE,0.004689460092254463
3.0,1995-06-01,1.0,R-Squared,-0.30178505542015177
3.0,1995-06-01,2.0,RMSE,0.003858503131938293
3.0,1995-06-01,2.0,R-Squared,0.07569555501605096
3.0,1995-06-01,3.0,RMSE,0.004361264524558297
3.0,1995-06-01,3.0,R-Squared,-0.3044292046083341
3.0,1995-06-01,4.0,RMSE,0.007737794995982754
3.0,1995-06-01,4.0,R-Squared,-0.7037038822990822
3.0,1995-06-01,5.0,RMSE,0.007122265537290625
3.0,1995-06-01,5.0,R-Squared,-0.36380355533213926
4.0,1995-06-01,0.5,RMSE,0.004456217241863156
4.0,1995-06-01,0.5,R-Squared,-1.287716911226985
4.0,1995-06-01,1.0,RMSE,0.004735561163734239
4.0,1995-06-01,1.0,R-Squared,-0.24565185427912972
4.0,1995-06-01,2.0,RMSE,0.003934362502463608
4.0,1995-06-01,2.0,R-Squared,0.1002647146833634
4.0,1995-06-01,3.0,RMSE,0.004753099185512134
4.0,1995-06-01,3.0,R-Squared,-0.33644190960789455
4.0,1995-06-01,4.0,RMSE,0.008344920176904809
4.0,1995-06-01,4.0,R-Squared,-0.7485648340871098
4.0,1995-06-01,5.0,RMSE,0.0075907018153292295
4.0,1995-06-01,5.0,R-Squared,-0.47766439464493704
5.0,1995-06-01,0.5,RMSE,0.00436012072537048
5.0,1995-06-01,0.5,R-Squared,-1.1225504672514486
5.0,1995-06-01,1.0,RMSE,0.004673650666142238
5.0,1995-06-01,1.0,R-Squared,-0.12797711732828665
5.0,1995-06-01,2.0,RMSE,0.0040510012062209815
5.0,1995-06-01,2.0,R-Squared,0.11306832860189375
5.0,1995-06-01,3.0,RMSE,0.004988698670927837
5.0,1995-06-01,3.0,R-Squared,-0.2624446241957412
5.0,1995-06-01,4.0,RMSE,0.008832247147717447
5.0,1995-06-01,4.0,R-Squared,-0.6968735531820984
5.0,1995-06-01,5.0,RMSE,0.008039527567727462
5.0,1995-06-01,5.0,R-Squared,-0.5218014080748579
6.0,1995-06-01,0.5,RMSE,0.004320661101225169
6.0,1995-06-01,0.5,R-Squared,-1.0511103358770337
6.0,1995-06-01,1.0,RMSE,0.004581882563383502
6.0,1995-06-01,1.0,R-Squared,-0.10225264724514571
6.0,1995-06-01,2.0,RMSE,0.003998269135790525
6.0,1995-06-01,2.0,R-Squared,0.1084375120534734
6.0,1995-06-01,3.0,RMSE,0.005086510172708148
6.0,1995-06-01,3.0,R-Squared,-0.28003767691811365
6.0,1995-06-01,4.0,RMSE,0.00878849893659493
6.0,1995-06-01,4.0,R-Squared,-0.7051976322967908
6.0,1995-06-01,5.0,RMSE,0.007933386354643105
6.0,1995-06-01,5.0,R-Squared,-0.48199664734354863
7.0,1995-06-01,0.5,RMSE,0.0042068583403260815
7.0,1995-06-01,0.5,R-Squared,-0.907239535258549
7.0,1995-06-01,1.0,RMSE,0.004466150058358962
7.0,1995-06-01,1.0,R-Squared,-0.05935681656202085
7.0,1995-06-01,2.0,RMSE,0.003977461942711736
7.0,1995-06-01,2.0,R-Squared,0.09395750561378913
7.0,1995-06-01,3.0,RMSE,0.00514337511155226
7.0,1995-06-01,3.0,R-Squared,-0.2665016989967892
7.0,1995-06-01,4.0,RMSE,0.008683228045701293
7.0,1995-06-01,4.0,R-Squared,-0.674233410008938
7.0,1995-06-01,5.0,RMSE,0.007829344563062467
7.0,1995-06-01,5.0,R-Squared,-0.4775926603953484
8.0,1995-06-01,0.5,RMSE,0.004046183635491196
8.0,1995-06-01,0.5,R-Squared,-0.7281506956295931
8.0,1995-06-01,1.0,RMSE,0.004352192230878382
8.0,1995-06-01,1.0,R-Squared,-0.015213694034382774
8.0,1995-06-01,2.0,RMSE,0.003995052344328488
8.0,1995-06-01,2.0,R-Squared,0.06285378948713538
8.0,1995-06-01,3.0,RMSE,0.00518522581583962
8.0,1995-06-01,3.0,R-Squared,-0.2386167031970552
8.0,1995-06-01,4.0,RMSE,0.008715205715890432
8.0,1995-06-01,4.0,R-Squared,-0.6519716730125917
8.0,1995-06-01,5.0,RMSE,0.007867748162676921
8.0,1995-06-01,5.0,R-Squared,-0.5088107794116781
9.0,1995-06-01,0.5,RMSE,0.0038685919927476365
9.0,1995-06-01,0.5,R-Squared,-0.5411935517263531
9.0,1995-06-01,1.0,RMSE,0.004268808117206342
9.0,1995-06-01,1.0,R-Squared,0.01752244958328819
9.0,1995-06-01,2.0,RMSE,0.004065809937951755
9.0,1995-06-01,2.0,R-Squared,0.007106341989466469
9.0,1995-06-01,3.0,RMSE,0.005231832788616841
9.0,1995-06-01,3.0,R-Squared,-0.20711903848187285
9.0,1995-06-01,4.0,RMSE,0.008732561304719466
9.0,1995-06-01,4.0,R-Squared,-0.6134664365539892
9.0,1995-06-01,5.0,RMSE,0.007958710051457528
9.0,1995-06-01,5.0,R-Squared,-0.5681948594179393
10.0,1995-06-01,0.5,RMSE,0.003698075798063167
10.0,1995-06-01,0.5,R-Squared,-0.3708634868271352
10.0,1995-06-01,1.0,RMSE,0.004237844587180047
10.0,1995-06-01,1.0,R-Squared,0.028550380101598605
10.0,1995-06-01,2.0,RMSE,0.004198533158013733
10.0,1995-06-01,2.0,R-Squared,-0.08040737752710991
10.0,1995-06-01,3.0,RMSE,0.005297291849022633
10.0,1995-06-01,3.0,R-Squared,-0.17915322513819198
10.0,1995-06-01,4.0,RMSE,0.008727713195945154
10.0,1995-06-01,4.0,R-Squared,-0.5621383934933712
10.0,1995-06-01,5.0,RMSE,0.008053459131049451
10.0,1995-06-01,5.0,R-Squared,-0.5912191552243637
0.08333,1995-11-01,0.5,RMSE,
0.08333,1995-11-01,0.5,R-Squared,
0.08333,1995-11-01,1.0,RMSE,
0.08333,1995-11-01,1.0,R-Squared,
0.08333,1995-11-01,2.0,RMSE,
0.08333,1995-11-01,2.0,R-Squared,
0.08333,1995-11-01,3.0,RMSE,
0.08333,1995-11-01,3.0,R-Squared,
0.08333,1995-11-01,4.0,RMSE,
0.08333,1995-11-01,4.0,R-Squared,
0.08333,1995-11-01,5.0,RMSE,
0.08333,1995-11-01,5.0,R-Squared,
0.25,1995-11-01,0.5,RMSE,0.0028568923429637474
0.25,1995-11-01,0.5,R-Squared,-24.091674617147437
0.25,1995-11-01,1.0,RMSE,0.002105635403197885
0.25,1995-11-01,1.0,R-Squared,-5.141361443377927
0.25,1995-11-01,2.0,RMSE,0.0019291848229863412
0.25,1995-11-01,2.0,R-Squared,-3.6720987026424146
0.25,1995-11-01,3.0,RMSE,0.0023937382717260616
0.25,1995-11-01,3.0,R-Squared,-0.1605198438173432
0.25,1995-11-01,4.0,RMSE,0.002661116724739773
0.25,1995-11-01,4.0,R-Squared,0.06073165501863598
0.25,1995-11-01,5.0,RMSE,0.005751477934377296
0.25,1995-11-01,5.0,R-Squared,-0.4853893178163693
0.5,1995-11-01,0.5,RMSE,0.0028487444150602347
0.5,1995-11-01,0.5,R-Squared,-3.452830122070819
0.5,1995-11-01,1.0,RMSE,0.0021203473823201966
0.5,1995-11-01,1.0,R-Squared,-1.0904501277589698
0.5,1995-11-01,2.0,RMSE,0.002026148292461089
0.5,1995-11-01,2.0,R-Squared,-1.327497294329846
0.5,1995-11-01,3.0,RMSE,0.002766775122903723
0.5,1995-11-01,3.0,R-Squared,-0.04886760722362049
0.5,1995-11-01,4.0,RMSE,0.003189297165935777
0.5,1995-11-01,4.0,R-Squared,0.0009596328178242963
0.5,1995-11-01,5.0,RMSE,0.005923162329384372
0.5,1995-11-01,5.0,R-Squared,-0.34494740825812675
1.0,1995-11-01,0.5,RMSE,0.0029215135097151257
1.0,1995-11-01,0.5,R-Squared,0.04537736680560944
1.0,1995-11-01,1.0,RMSE,0.003049942286356151
1.0,1995-11-01,1.0,R-Squared,-0.007767849829480644
1.0,1995-11-01,2.0,RMSE,0.003103929534517608
1.0,1995-11-01,2.0,R-Squared,-0.39078160494504055
1.0,1995-11-01,3.0,RMSE,0.0042057230986914775
1.0,1995-11-01,3.0,R-Squared,0.014913749614031246
1.0,1995-11-01,4.0,RMSE,0.004585600882180909
1.0,1995-11-01,4.0,R-Squared,-0.037875207211369055
1.0,1995-11-01,5.0,RMSE,0.006212373636888555
1.0,1995-11-01,5.0,R-Squared,-0.13504655525491116
2.0,1995-11-01,0.5,RMSE,0.004372624722123385
2.0,1995-11-01,0.5,R-Squared,0.20566470364821454
2.0,1995-11-01,1.0,RMSE,0.004643141668519913
2.0,1995-11-01,1.0,R-Squared,-0.0409130935316373
2.0,1995-11-01,2.0,RMSE,0.004350563670138056
2.0,1995-11-01,2.0,R-Squared,-0.33904371138460565
2.0,1995-11-01,3.0,RMSE,0.0058419214618881206
2.0,1995-11-01,3.0,R-Squared,-0.06592492884743373
2.0,1995-11-01,4.0,RMSE,0.005941023725515184
2.0,1995-11-01,4.0,R-Squared,-0.1327585756559566
2.0,1995-11-01,5.0,RMSE,0.006158591159010398
2.0,1995-11-01,5.0,R-Squared,-0.059015499261185544
3.0,1995-11-01,0.5,RMSE,0.004394912446158217
3.0,1995-11-01,0.5,R-Squared,0.24016514039693682
3.0,1995-11-01,1.0,RMSE,0.004633145378203926
3.0,1995-11-01,1.0,R-Squared,0.019341388780404034
3.0,1995-11-01,2.0,RMSE,0.0041694055572662385
3.0,1995-11-01,2.0,R-Squared,-0.15109063943419265
3.0,1995-11-01,3.0,RMSE,0.006539679641912343
3.0,1995-11-01,3.0,R-Squared,-0.16165620784061852
3.0,1995-11-01,4.0,RMSE,0.006714409160783719
3.0,1995-11-01,4.0,R-Squared,-0.2791376110817305
3.0,1995-11-01,5.0,RMSE,0.006431136329282731
3.0,1995-11-01,5.0,R-Squared,-0.10053389809556457
4.0,1995-11-01,0.5,RMSE,0.004637567739558838
4.0,1995-11-01,0.5,R-Squared,0.20370663018914004
4.0,1995-11-01,1.0,RMSE,0.004969420627193462
4.0,1995-11-01,1.0,R-Squared,-0.06169363338464162
4.0,1995-11-01,2.0,RMSE,0.004448789130869738
4.0,1995-11-01,2.0,R-Squared,-0.21178432188308816
4.0,1995-11-01,3.0,RMSE,0.007097957861290632
4.0,1995-11-01,3.0,R-Squared,-0.2055160471419839
4.0,1995-11-01,4.0,RMSE,0.007297954119992904
4.0,1995-11-01,4.0,R-Squared,-0.3381642816903192
4.0,1995-11-01,5.0,RMSE,0.006769422265209647
4.0,1995-11-01,5.0,R-Squared,-0.17340511182053375
5.0,1995-11-01,0.5,RMSE,0.005045048251343205
5.0,1995-11-01,0.5,R-Squared,0.11630629444569052
5.0,1995-11-01,1.0,RMSE,0.005530654917450851
5.0,1995-11-01,1.0,R-Squared,-0.23303616054320098
5.0,1995-11-01,2.0,RMSE,0.004969691023188387
5.0,1995-11-01,2.0,R-Squared,-0.38610792477650735
5.0,1995-11-01,3.0,RMSE,0.00755541432100093
5.0,1995-11-01,3.0,R-Squared,-0.20830017437913861
5.0,1995-11-01,4.0,RMSE,0.007879152622007104
5.0,1995-11-01,4.0,R-Squared,-0.3636106999715827
5.0,1995-11-01,5.0,RMSE,0.007239647606305846
5.0,1995-11-01,5.0,R-Squared,-0.23438770801340958
6.0,1995-11-01,0.5,RMSE,0.005095357781107563
6.0,1995-11-01,0.5,R-Squared,0.07681023315041635
6.0,1995-11-01,1.0,RMSE,0.005629680747908621
6.0,1995-11-01,1.0,R-Squared,-0.3070212723827441
6.0,1995-11-01,2.0,RMSE,0.00503159253370385
6.0,1995-11-01,2.0,R-Squared,-0.4407980939940699
6.0,1995-11-01,3.0,RMSE,0.00758951550691675
6.0,1995-11-01,3.0,R-Squared,-0.22548549108631222
6.0,1995-11-01,4.0,RMSE,0.007801380504963368
6.0,1995-11-01,4.0,R-Squared,-0.33208806985698724
6.0,1995-11-01,5.0,RMSE,0.007165183092335675
6.0,1995-11-01,5.0,R-Squared,-0.21164292324001788
7.0,1995-11-01,0.5,RMSE,0.005217475000833444
7.0,1995-11-01,0.5,R-Squared,0.013089008332714869
7.0,1995-11-01,1.0,RMSE,0.005822911322738099
7.0,1995-11-01,1.0,R-Squared,-0.42509789474753723
7.0,1995-11-01,2.0,RMSE,0.005185147921593672
7.0,1995-11-01,2.0,R-Squared,-0.5412007460997486
7.0,1995-11-01,3.0,RMSE,0.00760941982542057
7.0,1995-11-01,3.0,R-Squared,-0.23179196790346457
7.0,1995-11-01,4.0,RMSE,0.007739898985668439
7.0,1995-11-01,4.0,R-Squared,-0.3156879920325122
7.0,1995-11-01,5.0,RMSE,0.007106835276479702
7.0,1995-11-01,5.0,R-Squared,-0.2198478676755411
8.0,1995-11-01,0.5,RMSE,0.0054009545890097
8.0,1995-11-01,0.5,R-Squared,-0.0762235717751627
8.0,1995-11-01,1.0,RMSE,0.006087307534844132
8.0,1995-11-01,1.0,R-Squared,-0.5856374879198056
8.0,1995-11-01,2.0,RMSE,0.005403628540438633
8.0,1995-11-01,2.0,R-Squared,-0.677379579648177
8.0,1995-11-01,3.0,RMSE,0.007629504528626336
8.0,1995-11-01,3.0,R-Squared,-0.23280593140795336
8.0,1995-11-01,4.0,RMSE,0.007820977856638829
8.0,1995-11-01,4.0,R-Squared,-0.3272533944948115
8.0,1995-11-01,5.0,RMSE,0.007161273166206883
8.0,1995-11-01,5.0,R-Squared,-0.25474270532584464
9.0,1995-11-01,0.5,RMSE,0.005646130915225548
9.0,1995-11-01,0.5,R-Squared,-0.19432664565092428
9.0,1995-11-01,1.0,RMSE,0.0064161652007015575
9.0,1995-11-01,1.0,R-Squared,-0.7895347044259506
9.0,1995-11-01,2.0,RMSE,0.00567518606485481
9.0,1995-11-01,2.0,R-Squared,-0.8453357799474717
9.0,1995-11-01,3.0,RMSE,0.007658096197045
9.0,1995-11-01,3.0,R-Squared,-0.23234296253394793
9.0,1995-11-01,4.0,RMSE,0.007930056821723387
9.0,1995-11-01,4.0,R-Squared,-0.3520825517147046
9.0,1995-11-01,5.0,RMSE,0.00725451902049451
9.0,1995-11-01,5.0,R-Squared,-0.3120068257813131
10.0,1995-11-01,0.5,RMSE,0.005952900407792721
10.0,1995-11-01,0.5,R-Squared,-0.3458828066009292
10.0,1995-11-01,1.0,RMSE,0.006798892340065777
10.0,1995-11-01,1.0,R-Squared,-1.039414747914046
10.0,1995-11-01,2.0,RMSE,0.005992667311527935
10.0,1995-11-01,2.0,R-Squared,-1.0421908887565725
10.0,1995-11-01,3.0,RMSE,0.00773333794859226
10.0,1995-11-01,3.0,R-Squared,-0.23225495326945822
10.0,1995-11-01,4.0,RMSE,0.008044874472764002
10.0,1995-11-01,4.0,R-Squared,-0.358484300657961
10.0,1995-11-01,5.0,RMSE,0.007426644955659488
10.0,1995-11-01,5.0,R-Squared,-0.35678533180396754
0.08333,1995-03-01,0.5,RMSE,
0.08333,1995-03-01,0.5,R-Squared,
0.08333,1995-03-01,1.0,RMSE,
0.08333,1995-03-01,1.0,R-Squared,
0.08333,1995-03-01,2.0,RMSE,
0.08333,1995-03-01,2.0,R-Squared,
0.08333,1995-03-01,3.0,RMSE,
0.08333,1995-03-01,3.0,R-Squared,
0.08333,1995-03-01,4.0,RMSE,
0.08333,1995-03-01,4.0,R-Squared,
0.08333,1995-03-01,5.0,RMSE,
0.08333,1995-03-01,5.0,R-Squared,
0.25,1995-03-01,0.5,RMSE,0.0019871422307671657
0.25,1995-03-01,0.5,R-Squared,-0.4039001117035008
0.25,1995-03-01,1.0,RMSE,0.003254254452181238
0.25,1995-03-01,1.0,R-Squared,-0.43334366011573167
0.25,1995-03-01,2.0,RMSE,0.0029906816336321943
0.25,1995-03-01,2.0,R-Squared,-0.6958044374254049
0.25,1995-03-01,3.0,RMSE,0.002707767707814084
0.25,1995-03-01,3.0,R-Squared,-0.7734024751108164
0.25,1995-03-01,4.0,RMSE,0.004084201466158966
0.25,1995-03-01,4.0,R-Squared,-0.520642937796421
0.25,1995-03-01,5.0,RMSE,0.004233410659349614
0.25,1995-03-01,5.0,R-Squared,-0.4140524510243171
0.5,1995-03-01,0.5,RMSE,0.003160504913914107
0.5,1995-03-01,0.5,R-Squared,-1.6049920363797492
0.5,1995-03-01,1.0,RMSE,0.004653706232730944
0.5,1995-03-01,1.0,R-Squared,-1.2665291253364415
0.5,1995-03-01,2.0,RMSE,0.0038804402750037565
0.5,1995-03-01,2.0,R-Squared,-1.7337215553012078
0.5,1995-03-01,3.0,RMSE,0.0034219298937633027
0.5,1995-03-01,3.0,R-Squared,-1.911443597830825
0.5,1995-03-01,4.0,RMSE,0.004971881378935422
0.5,1995-03-01,4.0,R-Squared,-0.9194297095332391
0.5,1995-03-01,5.0,RMSE,0.005006975322935622
0.5,1995-03-01,5.0,R-Squared,-0.648091316217458
1.0,1995-03-01,0.5,RMSE,0.004633042354230297
1.0,1995-03-01,0.5,R-Squared,-2.446175980320847
1.0,1995-03-01,1.0,RMSE,0.0063275008531367884
1.0,1995-03-01,1.0,R-Squared,-2.1659482121620113
1.0,1995-03-01,2.0,RMSE,0.004807701640939512
1.0,1995-03-01,2.0,R-Squared,-1.6384912518008479
1.0,1995-03-01,3.0,RMSE,0.004325624458260482
1.0,1995-03-01,3.0,R-Squared,-1.6108076886978604
1.0,1995-03-01,4.0,RMSE,0.006431125211547248
1.0,1995-03-01,4.0,R-Squared,-0.884942077164752
1.0,1995-03-01,5.0,RMSE,0.006320954743133951
1.0,1995-03-01,5.0,R-Squared,-0.7240187032289536
2.0,1995-03-01,0.5,RMSE,0.006481988894744768
2.0,1995-03-01,0.5,R-Squared,-4.009108566838565
2.0,1995-03-01,1.0,RMSE,0.008538929020115042
2.0,1995-03-01,1.0,R-Squared,-3.0948942502272105
2.0,1995-03-01,2.0,RMSE,0.006304272777900535
2.0,1995-03-01,2.0,R-Squared,-1.4693178308817303
2.0,1995-03-01,3.0,RMSE,0.005743253994079879
2.0,1995-03-01,3.0,R-Squared,-1.4056614695301306
2.0,1995-03-01,4.0,RMSE,0.008166183224870666
2.0,1995-03-01,4.0,R-Squared,-1.0241533635813709
2.0,1995-03-01,5.0,RMSE,0.007671203241940707
2.0,1995-03-01,5.0,R-Squared,-0.8210813827116306
3.0,1995-03-01,0.5,RMSE,0.007639104202664391
3.0,1995-03-01,0.5,R-Squared,-5.397308776025623
3.0,1995-03-01,1.0,RMSE,0.009551235052854396
3.0,1995-03-01,1.0,R-Squared,-4.117751447096973
3.0,1995-03-01,2.0,RMSE,0.007071817367615803
3.0,1995-03-01,2.0,R-Squared,-1.9363050352222384
3.0,1995-03-01,3.0,RMSE,0.006657769480308077
3.0,1995-03-01,3.0,R-Squared,-1.9151007516827194
3.0,1995-03-01,4.0,RMSE,0.009398358521767002
3.0,1995-03-01,4.0,R-Squared,-1.3693082126556013
3.0,1995-03-01,5.0,RMSE,0.008729481511241687
3.0,1995-03-01,5.0,R-Squared,-1.1556089462875319
4.0,1995-03-01,0.5,RMSE,0.007918135668531464
4.0,1995-03-01,0.5,R-Squared,-5.292283535846868
4.0,1995-03-01,1.0,RMSE,0.009726033221952798
4.0,1995-03-01,1.0,R-Squared,-4.2644016350636855
4.0,1995-03-01,2.0,RMSE,0.00718414310315896
4.0,1995-03-01,2.0,R-Squared,-1.8370067379925494
4.0,1995-03-01,3.0,RMSE,0.006921357501118036
4.0,1995-03-01,3.0,R-Squared,-1.8047192949752136
4.0,1995-03-01,4.0,RMSE,0.00994699271643815
4.0,1995-03-01,4.0,R-Squared,-1.347004335174323
4.0,1995-03-01,5.0,RMSE,0.009223382724135944
4.0,1995-03-01,5.0,R-Squared,-1.2139225735941839
5.0,1995-03-01,0.5,RMSE,0.007740207258376968
5.0,1995-03-01,0.5,R-Squared,-4.4794062722719135
5.0,1995-03-01,1.0,RMSE,0.009462386902648025
5.0,1995-03-01,1.0,R-Squared,-3.9039231779109462
5.0,1995-03-01,2.0,RMSE,0.006970503303907466
5.0,1995-03-01,2.0,R-Squared,-1.4813385014529956
5.0,1995-03-01,3.0,RMSE,0.006849409014864485
5.0,1995-03-01,3.0,R-Squared,-1.4268815244568405
5.0,1995-03-01,4.0,RMSE,0.010207121512088956
5.0,1995-03-01,4.0,R-Squared,-1.1610407416973065
5.0,1995-03-01,5.0,RMSE,0.009552142330896369
5.0,1995-03-01,5.0,R-Squared,-1.12835498511533
6.0,1995-03-01,0.5,RMSE,0.0075970413770580884
6.0,1995-03-01,0.5,R-Squared,-4.412425424400473
6.0,1995-03-01,1.0,RMSE,0.009266359059855175
6.0,1995-03-01,1.0,R-Squared,-3.839987424087189
6.0,1995-03-01,2.0,RMSE,0.006824370152982588
6.0,1995-03-01,2.0,R-Squared,-1.4395171154737532
6.0,1995-03-01,3.0,RMSE,0.006811352274450295
6.0,1995-03-01,3.0,R-Squared,-1.3846320688593057
6.0,1995-03-01,4.0,RMSE,0.010159741233475057
6.0,1995-03-01,4.0,R-Squared,-1.1614076938920026
6.0,1995-03-01,5.0,RMSE,0.009398643558415755
6.0,1995-03-01,5.0,R-Squared,-1.0560503167035975
7.0,1995-03-01,0.5,RMSE,0.007317052908414477
7.0,1995-03-01,0.5,R-Squared,-4.136688630001154
7.0,1995-03-01,1.0,RMSE,0.008939030087899666
7.0,1995-03-01,1.0,R-Squared,-3.6210677789391585
7.0,1995-03-01,2.0,RMSE,0.006586705220174082
7.0,1995-03-01,2.0,R-Squared,-1.321452917977242
7.0,1995-03-01,3.0,RMSE,0.006676935993466719
7.0,1995-03-01,3.0,R-Squared,-1.2610136006642496
7.0,1995-03-01,4.0,RMSE,0.010018770583662854
7.0,1995-03-01,4.0,R-Squared,-1.1068425956236672
7.0,1995-03-01,5.0,RMSE,0.009224190099981
7.0,1995-03-01,5.0,R-Squared,-1.0057473755542623
8.0,1995-03-01,0.5,RMSE,0.006954089064077135
8.0,1995-03-01,0.5,R-Squared,-3.738515540364773
8.0,1995-03-01,1.0,RMSE,0.008529746345517425
8.0,1995-03-01,1.0,R-Squared,-3.3090052836550665
8.0,1995-03-01,2.0,RMSE,0.00629871087445386
