Maturity (Years),Execution Date,Horizon (Years),Metric,Value
7.0,1989-11-01,4.0,R-Squared,0.2241441432729424
7.0,1989-11-01,5.0,RMSE,0.010166252510159568
7.0,1989-11-01,5.0,R-Squared,0.18773849128626985
8.0,1989-11-01,0.5,RMSE,0.006912430699492741
8.0,1989-11-01,0.5,R-Squared,-2.9733014532322573
8.0,1989-11-01,1.0,RMSE,0.006935754275789673
8.0,1989-11-01,1.0,R-Squared,-4.632032021886065
8.0,1989-11-01,2.0,RMSE,0.005457921671260044
8.0,1989-11-01,2.0,R-Squared,-0.35178911367385757
8.0,1989-11-01,3.0,RMSE,0.006036363119200803
8.0,1989-11-01,3.0,R-Squared,0.39879385858110206
8.0,1989-11-01,4.0,RMSE,0.009538896646557776
8.0,1989-11-01,4.0,R-Squared,0.29152027977179695
8.0,1989-11-01,5.0,RMSE,0.009330723964289302
8.0,1989-11-01,5.0,R-Squared,0.2562875495640091
9.0,1989-11-01,0.5,RMSE,0.007030767122063581
9.0,1989-11-01,0.5,R-Squared,-3.3081268070692005
9.0,1989-11-01,1.0,RMSE,0.007417656052181816
9.0,1989-11-01,1.0,R-Squared,-5.216412371275588
9.0,1989-11-01,2.0,RMSE,0.005917738014323383
9.0,1989-11-01,2.0,R-Squared,-0.8981555041272093
9.0,1989-11-01,3.0,RMSE,0.0057335822135606215
9.0,1989-11-01,3.0,R-Squared,0.34767166573648556
9.0,1989-11-01,4.0,RMSE,0.008721431281931334
9.0,1989-11-01,4.0,R-Squared,0.34959291169398377
9.0,1989-11-01,5.0,RMSE,0.008571808335681889
9.0,1989-11-01,5.0,R-Squared,0.31598736477081624
10.0,1989-11-01,0.5,RMSE,0.0071581605909322756
10.0,1989-11-01,0.5,R-Squared,-3.698239687535308
10.0,1989-11-01,1.0,RMSE,0.007945236082224779
10.0,1989-11-01,1.0,R-Squared,-5.64315863579325
10.0,1989-11-01,2.0,RMSE,0.0065334010222133105
10.0,1989-11-01,2.0,R-Squared,-1.779121431066843
10.0,1989-11-01,3.0,RMSE,0.005788754587206406
10.0,1989-11-01,3.0,R-Squared,0.18167630387709743
10.0,1989-11-01,4.0,RMSE,0.0080743177319626
10.0,1989-11-01,4.0,R-Squared,0.38595626716060993
10.0,1989-11-01,5.0,RMSE,0.007967834240515332
10.0,1989-11-01,5.0,R-Squared,0.35500226456993944
0.08333,1989-12-01,0.5,RMSE,
0.08333,1989-12-01,0.5,R-Squared,
0.08333,1989-12-01,1.0,RMSE,
0.08333,1989-12-01,1.0,R-Squared,
0.08333,1989-12-01,2.0,RMSE,
0.08333,1989-12-01,2.0,R-Squared,
0.08333,1989-12-01,3.0,RMSE,
