execution_date,indicator,metric,model,target_col,value
1989-10-01,const,coefficient,AR(1) + Output Gap (Direct) + Inflation (UCSV),beta2,0.1959758975527295
1989-10-01,const,p_value,AR(1) + Output Gap (Direct) + Inflation (UCSV),beta2,0.004123447707895455
1989-10-01,beta2,coefficient,AR(1) + Output Gap (Direct) + Inflation (UCSV),beta2,0.8902231695144304
1989-10-01,beta2,p_value,AR(1) + Output Gap (Direct) + Inflation (UCSV),beta2,1.903335772711277e-145
1989-10-01,output_gap,coefficient,AR(1) + Output Gap (Direct) + Inflation (UCSV),beta2,-0.03018888592585369
1989-10-01,output_gap,p_value,AR(1) + Output Gap (Direct) + Inflation (UCSV),beta2,0.0018313937939119583
1989-10-01,inflation,coefficient,AR(1) + Output Gap (Direct) + Inflation (UCSV),beta2,-0.019353678727073026
1989-10-01,inflation,p_value,AR(1) + Output Gap (Direct) + Inflation (UCSV),beta2,0.06722321042127358
1989-10-01,model,adjusted_r_squared,AR(1) + Output Gap (Direct) + Inflation (UCSV),beta2,0.860505080460928
1989-10-01,model,n_obs,AR(1) + Output Gap (Direct) + Inflation (UCSV),beta2,425.0
1989-11-01,const,coefficient,AR(1) + Output Gap (Direct) + Inflation (UCSV),beta2,0.20574141413794805
1989-11-01,const,p_value,AR(1) + Output Gap (Direct) + Inflation (UCSV),beta2,0.0030878070693884426
1989-11-01,beta2,coefficient,AR(1) + Output Gap (Direct) + Inflation (UCSV),beta2,0.8885516573437416
1989-11-01,beta2,p_value,AR(1) + Output Gap (Direct) + Inflation (UCSV),beta2,1.1490280943579016e-144
1989-11-01,output_gap,coefficient,AR(1) + Output Gap (Direct) + Inflation (UCSV),beta2,-0.030818946037109222
1989-11-01,output_gap,p_value,AR(1) + Output Gap (Direct) + Inflation (UCSV),beta2,0.001526391553423951
1989-11-01,inflation,coefficient,AR(1) + Output Gap (Direct) + Inflation (UCSV),beta2,-0.0206241985159688
1989-11-01,inflation,p_value,AR(1) + Output Gap (Direct) + Inflation (UCSV),beta2,0.054617397615744294
1989-11-01,model,adjusted_r_squared,AR(1) + Output Gap (Direct) + Inflation (UCSV),beta2,0.8607116034330592
1989-11-01,model,n_obs,AR(1) + Output Gap (Direct) + Inflation (UCSV),beta2,426.0
1989-12-01,const,coefficient,AR(1) + Output Gap (Direct) + Inflation (UCSV),beta2,0.20216604148094888
1989-12-01,const,p_value,AR(1) + Output Gap (Direct) + Inflation (UCSV),beta2,0.0034447552132482687
1989-12-01,beta2,coefficient,AR(1) + Output Gap (Direct) + Inflation (UCSV),beta2,0.8890651432068658
1989-12-01,beta2,p_value,AR(1) + Output Gap (Direct) + Inflation (UCSV),beta2,4.154756427019553e-145
1989-12-01,output_gap,coefficient,AR(1) + Output Gap (Direct) + Inflation (UCSV),beta2,-0.030541380503272705
1989-12-01,output_gap,p_value,AR(1) + Output Gap (Direct) + Inflation (UCSV),beta2,0.0016434882018910985
1989-12-01,inflation,coefficient,AR(1) + Output Gap (Direct) + Inflation (UCSV),beta2,-0.019982944685161434
1989-12-01,inflation,p_value,AR(1) + Output Gap (Direct) + Inflation (UCSV),beta2,0.060708620832620935
1989-12-01,model,adjusted_r_squared,AR(1) + Output Gap (Direct) + Inflation (UCSV),beta2,0.8607501541122589
1989-12-01,model,n_obs,AR(1) + Output Gap (Direct) + Inflation (UCSV),beta2,427.0
1990-01-01,const,coefficient,AR(1) + Output Gap (Direct) + Inflation (UCSV),beta2,0.2003768082926199
1990-01-01,const,p_value,AR(1) + Output Gap (Direct) + Inflation (UCSV),beta2,0.0035674603081624606
1990-01-01,beta2,coefficient,AR(1) + Output Gap (Direct) + Inflation (UCSV),beta2,0.8893647785341289
1990-01-01,beta2,p_value,AR(1) + Output Gap (Direct) + Inflation (UCSV),beta2,8.54628092335269e-146
1990-01-01,output_gap,coefficient,AR(1) + Output Gap (Direct) + Inflation (UCSV),beta2,-0.030352146492205315
1990-01-01,output_gap,p_value,AR(1) + Output Gap (Direct) + Inflation (UCSV),beta2,0.0017223694464832391
1990-01-01,inflation,coefficient,AR(1) + Output Gap (Direct) + Inflation (UCSV),beta2,-0.019630805635004925
1990-01-01,inflation,p_value,AR(1) + Output Gap (Direct) + Inflation (UCSV),beta2,0.06455495102533478
1990-01-01,model,adjusted_r_squared,AR(1) + Output Gap (Direct) + Inflation (UCSV),beta2,0.8606729114077917
1990-01-01,model,n_obs,AR(1) + Output Gap (Direct) + Inflation (UCSV),beta2,428.0
1990-02-01,const,coefficient,AR(1) + Output Gap (Direct) + Inflation (UCSV),beta2,0.19370519335858039
1990-02-01,const,p_value,AR(1) + Output Gap (Direct) + Inflation (UCSV),beta2,0.004602749958653436
1990-02-01,beta2,coefficient,AR(1) + Output Gap (Direct) + Inflation (UCSV),beta2,0.8905565112716908
1990-02-01,beta2,p_value,AR(1) + Output Gap (Direct) + Inflation (UCSV),beta2,3.900607862249165e-146
1990-02-01,output_gap,coefficient,AR(1) + Output Gap (Direct) + Inflation (UCSV),beta2,-0.029632881444063904
1990-02-01,output_gap,p_value,AR(1) + Output Gap (Direct) + Inflation (UCSV),beta2,0.0020908594927657605
1990-02-01,inflation,coefficient,AR(1) + Output Gap (Direct) + Inflation (UCSV),beta2,-0.018324634299252088
1990-02-01,inflation,p_value,AR(1) + Output Gap (Direct) + Inflation (UCSV),beta2,0.08143995678006802
1990-02-01,model,adjusted_r_squared,AR(1) + Output Gap (Direct) + Inflation (UCSV),beta2,0.8605725241680198
1990-02-01,model,n_obs,AR(1) + Output Gap (Direct) + Inflation (UCSV),beta2,429.0
1990-03-01,const,coefficient,AR(1) + Output Gap (Direct) + Inflation (UCSV),beta2,0.20183489763839702
1990-03-01,const,p_value,AR(1) + Output Gap (Direct) + Inflation (UCSV),beta2,0.0032636511652401113
1990-03-01,beta2,coefficient,AR(1) + Output Gap (Direct) + Inflation (UCSV),beta2,0.8890354393986325
1990-03-01,beta2,p_value,AR(1) + Output Gap (Direct) + Inflation (UCSV),beta2,2.1265454790728836e-146
1990-03-01,output_gap,coefficient,AR(1) + Output Gap (Direct) + Inflation (UCSV),beta2,-0.030483363551393416
1990-03-01,output_gap,p_value,AR(1) + Output Gap (Direct) + Inflation (UCSV),beta2,0.0016070756659396844
1990-03-01,inflation,coefficient,AR(1) + Output Gap (Direct) + Inflation (UCSV),beta2,-0.019877352306565406
1990-03-01,inflation,p_value,AR(1) + Output Gap (Direct) + Inflation (UCSV),beta2,0.06057475471409277
1990-03-01,model,adjusted_r_squared,AR(1) + Output Gap (Direct) + Inflation (UCSV),beta2,0.8607597493953123
1990-03-01,model,n_obs,AR(1) + Output Gap (Direct) + Inflation (UCSV),beta2,430.0
1990-04-01,const,coefficient,AR(1) + Output Gap (Direct) + Inflation (UCSV),beta2,0.19985599956259073
1990-04-01,const,p_value,AR(1) + Output Gap (Direct) + Inflation (UCSV),beta2,0.0033949044394096946
1990-04-01,beta2,coefficient,AR(1) + Output Gap (Direct) + Inflation (UCSV),beta2,0.8893230216718949
1990-04-01,beta2,p_value,AR(1) + Output Gap (Direct) + Inflation (UCSV),beta2,1.0151379195253382e-146
1990-04-01,output_gap,coefficient,AR(1) + Output Gap (Direct) + Inflation (UCSV),beta2,-0.03019343168190038
1990-04-01,output_gap,p_value,AR(1) + Output Gap (Direct) + Inflation (UCSV),beta2,0.0017370424471436004
1990-04-01,inflation,coefficient,AR(1) + Output Gap (Direct) + Inflation (UCSV),beta2,-0.019412471689900353
1990-04-01,inflation,p_value,AR(1) + Output Gap (Direct) + Inflation (UCSV),beta2,0.06527671780244737
1990-04-01,model,adjusted_r_squared,AR(1) + Output Gap (Direct) + Inflation (UCSV),beta2,0.8606082658411184
1990-04-01,model,n_obs,AR(1) + Output Gap (Direct) + Inflation (UCSV),beta2,431.0
1990-05-01,const,coefficient,AR(1) + Output Gap (Direct) + Inflation (UCSV),beta2,0.20391078386860795
1990-05-01,const,p_value,AR(1) + Output Gap (Direct) + Inflation (UCSV),beta2,0.0030460268450934113
1990-05-01,beta2,coefficient,AR(1) + Output Gap (Direct) + Inflation (UCSV),beta2,0.8886924780256155
1990-05-01,beta2,p_value,AR(1) + Output Gap (Direct) + Inflation (UCSV),beta2,9.290388608213945e-147
1990-05-01,output_gap,coefficient,AR(1) + Output Gap (Direct) + Inflation (UCSV),beta2,-0.0305566610826265
1990-05-01,output_gap,p_value,AR(1) + Output Gap (Direct) + Inflation (UCSV),beta2,0.0015547337645551347
1990-05-01,inflation,coefficient,AR(1) + Output Gap (Direct) + Inflation (UCSV),beta2,-0.020103038218407334
1990-05-01,inflation,p_value,AR(1) + Output Gap (Direct) + Inflation (UCSV),beta2,0.0587940730593922
1990-05-01,model,adjusted_r_squared,AR(1) + Output Gap (Direct) + Inflation (UCSV),beta2,0.8606312523162489
1990-05-01,model,n_obs,AR(1) + Output Gap (Direct) + Inflation (UCSV),beta2,432.0
1990-06-01,const,coefficient,AR(1) + Output Gap (Direct) + Inflation (UCSV),beta2,0.20243300537693887
1990-06-01,const,p_value,AR(1) + Output Gap (Direct) + Inflation (UCSV),beta2,0.003122574405358138
1990-06-01,beta2,coefficient,AR(1) + Output Gap (Direct) + Inflation (UCSV),beta2,0.8888122451844934
1990-06-01,beta2,p_value,AR(1) + Output Gap (Direct) + Inflation (UCSV),beta2,5.766219832221783e-147
1990-06-01,output_gap,coefficient,AR(1) + Output Gap (Direct) + Inflation (UCSV),beta2,-0.030376061532232417
1990-06-01,output_gap,p_value,AR(1) + Output Gap (Direct) + Inflation (UCSV),beta2,0.0015996122327897673
1990-06-01,inflation,coefficient,AR(1) + Output Gap (Direct) + Inflation (UCSV),beta2,-0.01976001269983148
1990-06-01,inflation,p_value,AR(1) + Output Gap (Direct) + Inflation (UCSV),beta2,0.0607721609428687
1990-06-01,model,adjusted_r_squared,AR(1) + Output Gap (Direct) + Inflation (UCSV),beta2,0.8606279895139232
1990-06-01,model,n_obs,AR(1) + Output Gap (Direct) + Inflation (UCSV),beta2,433.0
1990-07-01,const,coefficient,AR(1) + Output Gap (Direct) + Inflation (UCSV),beta2,0.20422689417727577
1990-07-01,const,p_value,AR(1) + Output Gap (Direct) + Inflation (UCSV),beta2,0.0029004842413410344
