execution_date,forecast_date,horizon,rmse_row
1989-10-01,1989-11-01,1,0.4409725223616021
1989-10-01,1989-12-01,2,0.397589549887103
1989-10-01,1990-01-01,3,0.3704118736795708
1989-10-01,1990-02-01,4,0.002711609093359435
1989-10-01,1990-03-01,5,0.701712266608161
1989-10-01,1990-04-01,6,1.0834529778679225
1989-10-01,1990-05-01,7,0.00914472501708885
1989-10-01,1990-06-01,8,0.7172350320078344
1989-10-01,1990-07-01,9,1.8240668269831342
1989-10-01,1990-08-01,10,2.3393162679995463
1989-10-01,1990-09-01,11,1.8515335494458123
1989-10-01,1990-10-01,12,2.7356187715852958
1989-10-01,1990-11-01,13,2.1111671359044015
1989-10-01,1990-12-01,14,2.173501706930634
1989-11-01,1989-12-01,1,0.08539263027250125
1989-11-01,1990-01-01,2,0.1512665196365739
1989-11-01,1990-02-01,3,0.1499230399908098
1989-11-01,1990-03-01,4,0.8066079320515407
1989-11-01,1990-04-01,5,1.1533722279746006
1989-11-01,1990-05-01,6,0.0362058931141408
1989-11-01,1990-06-01,7,0.6875891409706065
1989-11-01,1990-07-01,8,1.802637003877559
1989-11-01,1990-08-01,9,2.318243226105149
1989-11-01,1990-09-01,10,1.8247536808905762
1989-11-01,1990-10-01,11,2.6969154618152533
1989-11-01,1990-11-01,12,2.0643988281418313
1989-11-01,1990-12-01,13,2.120302513804237
1989-11-01,1991-01-01,14,2.366139544658073
1989-11-01,1991-02-01,15,1.8665636313302996
1989-11-01,1991-03-01,16,1.3890739865790622
1989-11-01,1991-04-01,17,2.0645607621694912
1989-11-01,1991-05-01,18,2.343534438996847
1989-11-01,1991-06-01,19,1.7772062313868928
1989-11-01,1991-07-01,20,2.2315182730738936
1989-11-01,1991-08-01,21,3.2050165207564367
1989-11-01,1991-09-01,22,3.545334425510811
1989-11-01,1991-10-01,23,4.559720828432501
1989-11-01,1991-11-01,24,5.093238553259655
1989-11-01,1991-12-01,25,4.8969970271947565
1989-11-01,1992-01-01,26,4.869126193984967
1989-11-01,1992-02-01,27,4.05123125460718
1989-11-01,1992-03-01,28,3.3736720975797345
1989-11-01,1992-04-01,29,3.5185923425187564
1989-11-01,1992-05-01,30,3.951587129899904
1989-11-01,1992-06-01,31,4.947799368172934
1989-11-01,1992-07-01,32,5.113352804543902
1989-11-01,1992-08-01,33,6.239157030916486
1989-11-01,1992-09-01,34,6.116888414509621
1989-11-01,1992-10-01,35,4.975552769278638
1989-11-01,1992-11-01,36,3.9328111045127905
1989-11-01,1992-12-01,37,3.9216601042629975
1989-11-01,1993-01-01,38,4.640568242569266
1989-11-01,1993-02-01,39,5.0085110965731285
1989-11-01,1993-03-01,40,4.654377953330834
1989-11-01,1993-04-01,41,5.439438338920535
1989-11-01,1993-05-01,42,3.9932453774229892
1989-11-01,1993-06-01,43,4.048247543802014
1989-11-01,1993-07-01,44,3.5270169705748327
1989-11-01,1993-08-01,45,3.801806931839548
1989-11-01,1993-09-01,46,3.294339352572991
1989-11-01,1993-10-01,47,3.1123851311662225
1989-11-01,1993-11-01,48,3.403146594336258
1989-11-01,1993-12-01,49,2.843501216518213
1989-11-01,1994-01-01,50,2.969269870774612
1989-11-01,1994-02-01,51,2.507680723950155
1989-11-01,1994-03-01,52,1.7055239808439815
1989-11-01,1994-04-01,53,0.6225092564048391
1989-11-01,1994-05-01,54,0.3951839194186305
1989-11-01,1994-06-01,55,0.1308397766218763
1989-11-01,1994-07-01,56,0.5535495908536961
1989-11-01,1994-08-01,57,0.6020934601651566
1989-11-01,1994-09-01,58,0.109151084055366
1989-11-01,1994-10-01,59,0.07312583388848082
1989-11-01,1994-11-01,60,1.484472331713463
1989-12-01,1990-01-01,1,0.09056106393012342
1989-12-01,1990-02-01,2,0.19199424591370295
1989-12-01,1990-03-01,3,0.834238646171843
1989-12-01,1990-04-01,4,1.1694317156348433
1989-12-01,1990-05-01,5,0.04335812089676583
1989-12-01,1990-06-01,6,0.6872425280785137
1989-12-01,1990-07-01,7,1.8071716098611912
1989-12-01,1990-08-01,8,2.326033723092434
1989-12-01,1990-09-01,9,1.8349683933669838
1989-12-01,1990-10-01,10,2.7095715377257275
1989-12-01,1990-11-01,11,2.0794188815420105
1989-12-01,1990-12-01,12,2.138705379739963
1989-12-01,1991-01-01,13,2.386881429908164
1989-12-01,1991-02-01,14,1.8888825897945296
1989-12-01,1991-03-01,15,1.4124141696847252
1989-12-01,1991-04-01,16,2.088517026217098
1989-12-01,1991-05-01,17,2.3678118386992004
1989-12-01,1991-06-01,18,1.801590399071591
1989-12-01,1991-07-01,19,2.2558537581270435
1989-12-01,1991-08-01,20,3.229190950067057
1989-12-01,1991-09-01,21,3.569266920577509
1989-12-01,1991-10-01,22,4.58335353519607
1989-12-01,1991-11-01,23,5.116530448147955
1989-12-01,1991-12-01,24,4.919919387671703
1989-12-01,1992-01-01,25,4.891635888840966
1989-12-01,1992-02-01,26,4.073297947099975
1989-12-01,1992-03-01,27,3.395274946380659
1989-12-01,1992-04-01,28,3.539717549609144
1989-12-01,1992-05-01,29,3.972226118385697
1989-12-01,1992-06-01,30,4.9679474284801035
1989-12-01,1992-07-01,31,5.133008088796004
1989-12-01,1992-08-01,32,6.258319806079866
1989-12-01,1992-09-01,33,6.135560507809451
