Actuals,Predictions
7.366234926589821,7.096318048439032
7.295881916895787,6.932750748268175
6.656821152030615,6.966478805223686
6.3641959856781725,7.324121642386626
6.2156625663087475,7.363498686257116
5.85275010106253,7.350757812696859
5.630293805449339,7.481842105996935
5.709671330645452,7.330654836203652
5.696357958754043,7.230355631254003
5.63239308716088,7.211658146859639
5.4475123072740415,7.152039767645963
5.221197764038472,7.169624862987271
4.947418923577481,7.185720508159033
4.478348975034654,7.104245978873258
3.9254791494106924,6.4613267562312915
3.896083522806338,6.113398854385763
3.9367320296173176,5.92962213197363
4.050676076176253,5.481740536745028
3.6903759406519394,5.163038664605391
3.7216101207695367,5.220756967460666
3.6268583510075056,5.259784878904299
3.2301176212882483,5.232719822415088
3.2390571983374614,5.025225421144899
2.7599398612041823,4.866345327624365
3.0363864293766274,4.762477389086105
3.3118580396374075,4.3529854730949555
3.1057517817486033,4.050079680805212
2.9633575248754562,3.937736076346548
3.006382124744697,3.8120793787918124
2.9500140391710286,3.9029645103154564
2.9782885140459645,3.811243283815237
3.1467173450517443,3.8546695615960123
3.0973665114149056,3.773654651045234
3.117916922678263,3.5481992349326004
3.1009879086303687,3.615415777187935
3.000696395669054,3.237096518482508
3.1312917283833492,3.4158308749544144
3.2411332630950342,3.7067984943565873
3.0886073031849524,3.6304810909947363
3.060859495404469,3.4732680393852053
3.4589619214186764,3.6102954451364404
3.603264263014912,3.5612343038811893
4.055069112569138,3.537453091121128
4.394596621365777,3.7157566191772706
4.362225809620412,3.642664619355034
4.477390855102326,3.562343852184784
4.736660532731167,3.531767793728039
4.946349238703331,3.4278544381120324
5.262141131529189,3.4749105517385406
5.848911784587639,3.6943607550139874
5.936178643036312,3.4973935536191134
6.096715376130245,3.496763146123076
5.9851384725252,3.6430573395051065
5.930249778985599,3.852530433247423
5.918145222978934,4.224734495470207
5.829872317467481,4.3486241088880435
5.576034653623537,4.316063018436366
5.5756897644436645,4.458868115208203
5.465423174175921,4.653382044061062
5.470111842090266,4.908289613985164
5.548144603980418,5.045010300627531
5.5061757598303,5.367354262659658
5.128685157432393,5.500118235881865
5.049083758661008,5.643523527930423
5.051521218550395,5.549638743632143
5.113253785726742,5.498306161275354
5.16516286409942,5.490799861237353
5.188150116989281,5.478050645687667
5.1916931614683,5.240157207928237
5.32441033591765,5.220449183085867
5.30639026790758,5.051183275465771
5.07347196597742,5.131554270216344
5.170095874966443,5.068805672525839
5.1545580574636,5.057807790240978
5.17812210758825,4.730842469595141
5.171218567507894,4.658455847918613
5.223619691430037,4.683651141157645
5.3481286158881005,4.706864633801584
5.2990492795623565,4.78644842964902
5.0701134940694494,4.9577861635784295
5.137376844842053,4.914709518898694
5.22466784064181,5.040108712221986
5.222595492364986,4.987365475802113
5.119304401431499,4.85260468319604
5.217771877792204,4.989097088448744
5.255759666405361,4.963063680390089
5.364524429363084,5.0507122952148995
5.204613080614478,5.044618694013133
5.30028792587165,5.05412610510102
5.150332584917288,5.280095344285749
5.052896621443972,5.143971602150397
5.122508727615976,4.919040461900501
5.130043765254117,4.882955519752348
5.108189206809681,4.9720394023107435
4.90373019908584,4.916799985748826
4.380452721551185,4.953911867227866
4.53895180358097,5.062602291301951
4.5624567121319055,5.109684833322367
4.468076708740643,5.059772100769829
4.451071532583581,4.911571153391874
4.621200847876021,4.9428951107890935
4.430948484652052,4.866057028915934
4.520696349871862,4.677621988386472
4.603882512160371,4.867206083100603
4.793360243054134,4.856525665372661
4.679579888049453,4.715897447223777
4.969627883664377,4.629746047898878
4.712045436445894,4.3779586527617464
4.846225331721494,4.343782862146304
5.184079564190768,4.4744450223495
5.314321045740083,4.380936628841242
5.6058271783526,4.402622264142872
5.721638839425383,4.585539190548186
5.882802032318587,4.437029677648923
5.687879762791498,4.4761317986538485
5.4832965304907235,4.7837263768058005
5.8632916686569905,4.851973391818316
6.165957274503015,4.727239889106425
6.289544038191826,5.003153364136168
6.1551343288688996,4.935515356988745
6.362084998621532,5.062664474620096
6.108017903381288,5.331680891834347
5.745272518524688,5.406158773884316
4.82749238681723,5.666311499871147
4.849989249231193,5.736805868735842
4.290438062789706,5.951184076459521
3.7973904136986354,6.007865624657661
3.491354521385634,5.754626753666225
3.5313541707494673,6.05836087801115
3.4980002340521015,6.314582373352903
3.2503491647297906,6.290888902130136
2.3380390079846505,6.064078496067118
1.9332192997213444,6.297497688323157
1.7131070433251803,5.951667957456306
1.6582630462562717,5.537884256963308
1.737635796919084,4.9238743124465705
1.7378265115537206,4.941947996923076
1.830576511823111,4.628787332453091
1.7538471497543484,4.260077568186073
1.7224725480541467,4.077433220824938
1.636664488010919,4.138736975047119
1.5818580407074234,3.959679416430488
1.575833042969056,3.605085273905295
1.3993182316577844,3.0134522433917126
1.300660114461927,2.6396428340280256
1.114262595540939,2.1790014110875306
1.0039766512181534,1.9550458314031685
0.9869527676948496,1.9129181164415934
1.008631789649729,2.0185534039551714
0.9207457678136864,2.2509868385537755
0.9127967094878053,2.3970493968607096
0.8765158047029832,2.5462787979893577
0.6025870887121275,2.4259826418139028
0.7236833810872232,2.4263627547461124
0.7640278292791894,2.395565316092433
0.6820242245911158,2.376543202011701
0.750745455277136,2.302478825723148
0.8183328617506397,2.131089783001595
0.6760192410240541,2.0634836390765807
0.6976433645381211,1.9979194180997066
0.7319545600278046,2.1915287970128556
0.7398462666898783,2.1532412575669273
0.9113463343402511,1.9895134527503475
1.072876826166686,1.7028539333133035
1.3149549978266295,1.405855361379933
1.4504439535349563,1.4756318379798097
1.5269884218566432,1.6114044006757682
1.704419236507316,1.580194088330022
1.889263342639391,1.704394705102783
2.129365431484897,1.6295060593823327
2.176933908673051,1.5601328814161355
2.4333480266874314,1.5988896873402554
2.7274031478054352,1.700538399590848
2.8229645656222266,1.8457408034184557
2.9008037310504853,1.8998882310237015
2.9314668632727248,2.0787279702393224
3.1394829237484596,2.5375260757536275
3.405363280550229,2.5552877496885866
3.5194888629158774,2.5911686892173442
3.5500348747798753,2.595523142138736
3.9227509272515984,2.7470313498912993
4.057182446895372,3.059939969642059
4.109368937534272,3.1137735049535147
4.441524906373297,3.1617867606548993
4.569033350608588,3.2277755977591793
4.6662735761776934,3.494110969054472
4.746268665806784,3.575285260125032
4.883071465508752,3.597553363301655
4.968069011849181,3.6009401791862627
5.079478635405379,3.741331160070196
5.0976369004179976,3.9312094105510216
4.838196484401887,4.06134652460714
5.119447483200695,4.254481770515326
5.121624004366656,4.361285094083671
4.9458456051949025,4.283736402456343
5.0750563588099515,4.432350878219325
5.162605022465513,4.593225406424227
5.062372311594467,4.507422311562997
4.8824943672339085,4.538183002516523
4.828602312008247,4.77956825015829
4.7482182860337785,4.914569363600486
5.008307344438251,4.9874068051591305
4.137885961168864,5.077731162016934
3.7685107958419737,4.7694098089247365
3.999039717141771,4.574651158372125
3.1739682181686373,4.328715005617086
3.1691927685517833,4.178987085497637
1.763899584191845,4.439207890159324
1.7786125655597347,4.361274793624407
1.159249757282741,4.398992094190515
1.3708943918517733,4.409599371956328
1.9176185065526974,4.467460611473552
1.8621716688966992,4.424491803963582
1.689729011424554,4.557953756276156
1.741427669972279,3.9811314492425494
1.0548979110879728,3.6674477979753206
0.20937130856495625,3.9069252223268833
-0.38341730162173093,3.4187220700994865
-0.5031221971514361,3.515007393694077
-0.4073945088482979,2.583993787685712
-0.28151868000002384,2.5700797347497213
-0.43826696931357334,2.145454459002573
-0.6379029293025831,2.2813896575888837
-0.6526485305759813,2.568849083128537
-0.4557116356505021,2.6260682200902243
-0.5318573975076355,2.6774315087461447
-0.6574945327269959,2.7128362340822427
-0.7327004482955636,1.8188595220733796
-0.8458069618727059,0.47700244348077975
-1.0235364343207694,-0.2890340295244979
-0.7168335413067587,-1.9013149871597912
-0.9136676775713612,-1.876269597281563
-0.8116157524976575,-1.7483033308428195
-0.6005937508320391,-1.718900393923247
-0.6192644004773309,-2.013089365395658
-0.7184418021663491,-2.0249963816719863
-0.8041019649129629,-1.5140006040221794
-0.9741236746683728,-1.254343302129799
-1.1209657434726634,-1.2311989271696646
-1.2103574168780478,-1.137399199488289
-1.6088682425254193,-1.004860744190356
-1.0124452375777457,-0.8733389642531681
-0.9400130178673092,-0.3240248314804366
-0.9218395057905355,-0.4578692429871688
-0.8879258180586045,-0.2813193115801379
-0.8559510326780828,-0.1821016929350559
-1.1734865171392457,-0.17088599133102203
-1.326341052731481,-0.24429562314631367
-1.388808295143397,-0.5347977878087272
-1.6088365675556286,-0.695457662100133
