horizon,mse,r_squared,rmse
1,0.6266886051498969,0.89298543783594,0.7916366623331039
2,1.3484146579379488,0.7695600154453464,1.1612125808558693
3,2.0947235654574343,0.6418551689829899,1.4473159867345604
4,2.8633042586874256,0.5097681022235019,1.6921300950835387
5,3.531516425404988,0.3940858494033993,1.8792329353768222
6,4.148435689403023,0.2851544201241193,2.03677089762276
7,4.719304841805021,0.18276825638635474,2.1723961061015142
8,5.251514194083389,0.09002202061533615,2.291618247894572
9,5.779535869112978,-0.0008016389890850295,2.404066527597142
10,6.249153710164771,-0.0799595637124686,2.4998307363029144
11,6.6535487214769296,-0.1472148766574819,2.5794473674562406
12,7.019248559333841,-0.20785777216507384,2.6493864496018396
13,7.341741917150722,-0.26034309968104363,2.709564894434293
14,7.602922252120877,-0.3023567999756258,2.7573397056077216
15,7.82937134794156,-0.33508600552009216,2.798101382713207
16,8.050537564903982,-0.36999613935871745,2.8373469236073303
17,8.245560478237774,-0.40096688016886883,2.8715083977306723
18,8.410792106504749,-0.42591423343612433,2.9001365668714203
19,8.55407689518905,-0.44682171654177005,2.9247353547268258
20,8.685676129970755,-0.4661669540186113,2.947147117123737
21,8.805000352887037,-0.4829008076893526,2.967322084453765
22,8.890692582708356,-0.49375869503380376,2.9817264433056825
23,8.95425206035062,-0.5010670409770301,2.9923656294561702
24,8.99184362990676,-0.5055243647301184,2.998640296852352
25,9.016324372057959,-0.509106348048799,3.002719496066517
26,9.044074192804535,-0.51270541535351,3.007336727538926
27,9.062922947266575,-0.5147434598890996,3.010468891595888
28,9.09649813340135,-0.5175435625762002,3.016040141211876
29,9.12849878287669,-0.5192911517370731,3.021340560558622
30,9.1571551925298,-0.5205735624967613,3.0260791781659977
31,9.172156038249673,-0.5200762486160195,3.028556758300837
32,9.162590735597325,-0.5175697127885406,3.0269771613934133
33,9.148090863261446,-0.5147239027547887,3.0245811054196325
34,9.100277176450438,-0.5104758060552492,3.01666656699915
35,9.04969398712273,-0.5052742054327923,3.0082709298071424
36,9.033424720830292,-0.5018054857604861,3.00556562410976
37,9.036159787346767,-0.49928977364032145,3.0060205899738555
38,9.036403706333823,-0.496343678814106,3.0060611614426316
39,9.017713006246746,-0.49163927383601536,3.0029507165863953
40,8.989121054776747,-0.4862704924985153,2.9981862942080078
41,8.969391727208562,-0.4814640006900073,2.9948942764659594
42,8.931690063104012,-0.4759774824435463,2.9885933251454624
43,8.930600531561916,-0.47297561032761504,2.988411037919971
44,8.926894319860299,-0.46963818835690385,2.987790876192693
45,8.935253311124775,-0.4676007029656395,2.9891894070340834
46,8.937848407403711,-0.4649388722668877,2.9896234557889914
47,8.948368485482503,-0.4630501374621083,2.9913823703235436
48,8.963194360840266,-0.4617464669192981,2.9938594423987688
49,8.975200982281315,-0.4601722685943279,2.995863979268971
50,8.997003975116401,-0.4598894482731557,2.999500620956162
51,9.017666650407456,-0.45943593963894225,3.002942998194847
52,9.04626858397508,-0.4602251480479569,3.007701545029872
53,9.081655689632035,-0.46267750028984866,3.0135785520925173
54,9.12290224080174,-0.46813906897619284,3.0204142498673487
55,9.162215172003233,-0.47391942598507986,3.0269151246778017
56,9.203306534604991,-0.48172724984572435,3.033695194742707
57,9.268537381019865,-0.4957556185163763,3.04442726650184
58,9.336499391855483,-0.5054478699120621,3.0555685873263396
59,9.406817823470703,-0.5191176185874418,3.067053606227107
60,9.477341401567315,-0.5301937399591357,3.0785290970798562
