execution_date,date,residual
1989-11-01,1989-04-01,-0.06626428278967689
1989-11-01,1989-03-01,0.9148226083719297
1989-11-01,1989-02-01,0.3273654648566424
1989-11-01,1989-01-01,-0.3494177388948301
1989-11-01,1988-12-01,0.9760339693629121
1989-11-01,1988-11-01,0.5137981299451138
1989-11-01,1988-10-01,-0.6879848551291734
1989-11-01,1988-09-01,-0.2774257553899425
1989-11-01,1988-08-01,0.35002501954127574
1989-11-01,1988-07-01,0.04588766955712098
1989-11-01,1988-06-01,-0.3108877999576106
1989-11-01,1988-05-01,0.17619422751784497
1989-11-01,1988-04-01,-0.03459547739073848
1989-11-01,1988-03-01,-0.35155570533033964
1989-11-01,1988-02-01,-0.3146147562450799
1989-11-01,1988-01-01,-1.1589729923782521
1989-11-01,1987-11-01,0.44184791820164704
1989-11-01,1981-02-01,2.639831120859776
1989-11-01,1985-08-01,0.21840250157011953
1989-11-01,1985-06-01,-0.8981877467870667
1989-11-01,1983-02-01,0.009240041708420688
1989-11-01,1983-01-01,-1.4107524263471998
1989-11-01,1982-12-01,-0.5289713752794832
1989-11-01,1982-11-01,-1.449331096307087
1989-11-01,1982-10-01,-3.8774146320247524
1989-11-01,1982-09-01,2.906314286409674
1989-11-01,1982-08-01,1.4168625813126825
1989-11-01,1982-07-01,2.010577917104478
