ExecutionDate,ForecastDate,Horizon,Prediction,Actual
1958-06-01,1961-08-01,38,22.098309344789495,1.7207242403196923
1958-06-01,1961-09-01,39,23.279652988459226,1.6744954784859027
1958-06-01,1961-10-01,40,24.526489535782392,1.6061782383163756
1958-06-01,1961-11-01,41,25.84244986965403,1.54998205984591
1958-06-01,1961-12-01,42,27.231366166695086,1.5530283769959574
1958-06-01,1962-01-01,43,28.69728305684233,1.4375703954465875
1958-06-01,1962-02-01,44,30.244469401618474,1.436443638894453
1958-06-01,1962-03-01,45,31.877430725381735,1.4441142326971261
1958-06-01,1962-04-01,46,33.600922335755584,1.3268325526249893
1958-06-01,1962-05-01,47,35.41996317144636,1.5392996313063583
1958-06-01,1962-06-01,48,37.33985041777467,1.3455387659079525
1958-06-01,1962-07-01,49,39.366174932482096,1.2939381326837096
1958-06-01,1962-08-01,50,41.504837526734335,1.4161444170939945
1958-06-01,1962-09-01,51,43.76206614873229,1.5607648921335409
1958-06-01,1962-10-01,52,46.144434019971094,1.5730730285324666
1958-06-01,1962-11-01,53,48.65887877696128,1.4258312613459263
1958-06-01,1962-12-01,54,51.31272267415413,1.2608126211444726
1958-06-01,1963-01-01,55,54.1136939069038,1.3292798660152259
1958-06-01,1963-02-01,56,57.06994911656019,1.4630873554865218
1958-06-01,1963-03-01,57,60.1900971432292,1.409552803283096
1958-06-01,1963-04-01,58,63.483224095370154,1.3520019903995713
1958-06-01,1963-05-01,59,66.95891980923494,1.2327249757187388
1958-06-01,1963-06-01,60,70.62730577520087,1.3101403929647466
1958-07-01,1958-08-01,1,2.9152935623376575,1.9266004491920203
1958-07-01,1958-09-01,2,3.0724653589596507,1.3162605382034656
1958-07-01,1958-10-01,3,3.224801466495468,1.1197472864495566
1958-07-01,1958-11-01,4,3.37116485884805,1.1027375800623678
1958-07-01,1958-12-01,5,3.5109571064613636,1.0458208999836225
1958-07-01,1959-01-01,6,3.643106889458831,1.1688699889636134
1958-07-01,1959-02-01,7,3.767875001444809,0.9437461887136072
1958-07-01,1959-03-01,8,3.8853474332237754,0.8662037699641686
1958-07-01,1959-04-01,9,3.9979481013614775,0.9082621674994587
1958-07-01,1959-05-01,10,4.10832768046624,0.9866880559688331
1958-07-01,1959-06-01,11,4.218162503609065,0.6835792376774684
1958-07-01,1959-07-01,12,4.327182652605388,0.4689675740886299
1958-07-01,1959-08-01,13,4.444020801692591,0.40782458050047565
1958-07-01,1959-09-01,14,4.56560317842641,-0.10946504003338978
1958-07-01,1959-10-01,15,4.691470746153518,-0.11625548274399827
1958-07-01,1959-11-01,16,4.8216542030161875,-0.19385385920888668
1958-07-01,1959-12-01,17,4.956279202289943,-0.4540055792259495
1958-07-01,1960-01-01,18,5.095493129276368,-0.20907004218753789
1958-07-01,1960-02-01,19,5.239451634598166,0.005179668789648351
1958-07-01,1960-03-01,20,5.388316275942607,0.6069202627392829
1958-07-01,1960-04-01,21,5.5422542288337935,0.6720938133493178
1958-07-01,1960-05-01,22,5.70143838693868,0.5634734154965124
1958-07-01,1960-06-01,23,5.8660475400043275,1.5076634642255633
1958-07-01,1960-07-01,24,6.0362665716491115,1.4303692050515546
1958-07-01,1960-08-01,25,6.212286666457017,1.562138730591488
1958-07-01,1960-09-01,26,6.39430552460583,1.3594186465433824
1958-07-01,1960-10-01,27,6.5825275838983295,1.601838233219008
1958-07-01,1960-11-01,28,6.777164249376736,1.5761749429722458
1958-07-01,1960-12-01,29,6.9784341307654785,1.7383695232807435
1958-07-01,1961-01-01,30,7.18656328800657,1.8032599805316876
1958-07-01,1961-02-01,31,7.401785485162938,1.4852331647022203
1958-07-01,1961-03-01,32,7.624342452974794,1.5186008479167334
1958-07-01,1961-04-01,33,7.85448416036393,1.6236650464154208
1958-07-01,1961-05-01,34,8.092469095190873,1.5439254962354028
1958-07-01,1961-06-01,35,8.338564554580246,1.5215720696989026
1958-07-01,1961-07-01,36,8.593046945140417,1.7798437384798536
1958-07-01,1961-08-01,37,8.856202093414622,1.7207242403196923
1958-07-01,1961-09-01,38,9.12832556691227,1.6744954784859027
1958-07-01,1961-10-01,39,9.409723006080988,1.6061782383163756
1958-07-01,1961-11-01,40,9.700710467592264,1.54998205984591
1958-07-01,1961-12-01,41,10.001614779326278,1.5530283769959574
1958-07-01,1962-01-01,42,10.312773907454593,1.4375703954465875
1958-07-01,1962-02-01,43,10.634537336033038,1.436443638894453
1958-07-01,1962-03-01,44,10.9672664595311,1.4441142326971261
1958-07-01,1962-04-01,45,11.311334988738727,1.3268325526249893
1958-07-01,1962-05-01,46,11.667129370506421,1.5392996313063583
1958-07-01,1962-06-01,47,12.035049221790075,1.3455387659079525
1958-07-01,1962-07-01,48,12.415507778488053,1.2939381326837096
1958-07-01,1962-08-01,49,12.808932359574632,1.4161444170939945
1958-07-01,1962-09-01,50,13.215764847051114,1.5607648921335409
1958-07-01,1962-10-01,51,13.63646218225366,1.5730730285324666
1958-07-01,1962-11-01,52,14.071496879075294,1.4258312613459263
1958-07-01,1962-12-01,53,14.521357554678517,1.2608126211444726
1958-07-01,1963-01-01,54,14.98654947829458,1.3292798660152259
1958-07-01,1963-02-01,55,15.467595138725859,1.4630873554865218
1958-07-01,1963-03-01,56,15.965034831188685,1.409552803283096
1958-07-01,1963-04-01,57,16.479427264155788,1.3520019903995713
1958-07-01,1963-05-01,58,17.01135018687991,1.2327249757187388
1958-07-01,1963-06-01,59,17.56140103830343,1.3101403929647466
1958-07-01,1963-07-01,60,18.130197618082825,0.8449940771558683
1958-08-01,1958-09-01,1,1.9594216570217473,1.3162605382034656
1958-08-01,1958-10-01,2,1.9841139727996255,1.1197472864495566
1958-08-01,1958-11-01,3,2.0013207352831444,1.1027375800623678
1958-08-01,1958-12-01,4,2.0112822166205313,1.0458208999836225
1958-08-01,1959-01-01,5,2.0140923256463874,1.1688699889636134
1958-08-01,1959-02-01,6,2.010148566001305,0.9437461887136072
1958-08-01,1959-03-01,7,1.9999961864539761,0.8662037699641686
1958-08-01,1959-04-01,8,1.9844407573906253,0.9082621674994587
1958-08-01,1959-05-01,9,1.964480015644823,0.9866880559688331
1958-08-01,1959-06-01,10,1.9407046817447808,0.6835792376774684
1958-08-01,1959-07-01,11,1.913407540450072,0.4689675740886299
1958-08-01,1959-08-01,12,1.8825757957011608,0.40782458050047565
1958-08-01,1959-09-01,13,1.855002040408888,-0.10946504003338978
1958-08-01,1959-10-01,14,1.8285595574724405,-0.11625548274399827
1958-08-01,1959-11-01,15,1.8028187181116218,-0.19385385920888668
1958-08-01,1959-12-01,16,1.7776840744182978,-0.4540055792259495
