ExecutionDate,ForecastDate,Horizon,RMSE_Row
1956-06-01,1959-03-01,33,1.8975475553987629
1956-06-01,1959-04-01,34,1.7401757633105137
1956-06-01,1959-05-01,35,1.8011381277307188
1956-06-01,1959-06-01,36,1.4984881595526205
1956-06-01,1959-07-01,37,1.4277539190420319
1956-06-01,1959-08-01,38,1.254675083133367
1956-06-01,1959-09-01,39,0.5799316430189538
1956-06-01,1959-10-01,40,0.5918420473527988
1956-06-01,1959-11-01,41,0.512641338972208
1956-06-01,1959-12-01,42,0.1732755366962584
1956-06-01,1960-01-01,43,0.28901595698502636
1956-06-01,1960-02-01,44,0.6886957852397977
1956-06-01,1960-03-01,45,1.347773372152934
1956-06-01,1960-04-01,46,1.3998076855486934
1956-06-01,1960-05-01,47,1.3392719644090074
1956-06-01,1960-06-01,48,2.2133387820439188
1956-06-01,1960-07-01,49,2.331048368811929
1956-06-01,1960-08-01,50,2.3583028828315142
1956-06-01,1960-09-01,51,2.16528806968086
1956-06-01,1960-10-01,52,2.3489706798343635
1956-06-01,1960-11-01,53,2.284515402309221
1956-06-01,1960-12-01,54,2.41692500013232
1956-06-01,1961-01-01,55,2.4318820014143068
1956-06-01,1961-02-01,56,2.25481671400839
1956-06-01,1961-03-01,57,2.2737148214485363
1956-06-01,1961-04-01,58,2.34748378434214
1956-06-01,1961-05-01,59,2.3301362447463574
1956-06-01,1961-06-01,60,2.3162562816293817
1957-03-01,1957-04-01,1,0.13103184915706567
1957-03-01,1957-05-01,2,0.23370910512945553
1957-03-01,1957-06-01,3,0.05153131593752169
1957-03-01,1957-07-01,4,0.15528800324843628
1957-03-01,1957-08-01,5,0.08933415346475782
1957-03-01,1957-09-01,6,0.26713865649003843
1957-03-01,1957-10-01,7,0.3358921135087538
1957-03-01,1957-11-01,8,0.10299916067240567
1957-03-01,1957-12-01,9,0.07957783352401471
1957-03-01,1958-01-01,10,0.6300815781782845
1957-03-01,1958-02-01,11,1.5277533803100336
1957-03-01,1958-03-01,12,1.6733824394910648
1957-03-01,1958-04-01,13,1.8390842241334053
1957-03-01,1958-05-01,14,1.990954423410979
1957-03-01,1958-06-01,15,2.0644627499947235
1957-03-01,1958-07-01,16,1.8980215495838886
1957-03-01,1958-08-01,17,1.0305519494022737
1957-03-01,1958-09-01,18,0.2815539052783209
1957-03-01,1958-10-01,19,0.09020017104050604
1957-03-01,1958-11-01,20,0.05758748819681703
1957-03-01,1958-12-01,21,0.07558746850974041
1957-03-01,1959-01-01,22,0.11612982639336211
1957-03-01,1959-02-01,23,0.06570347950129651
1957-03-01,1959-03-01,24,0.1718459969685031
1957-03-01,1959-04-01,25,0.3313054473536572
1957-03-01,1959-05-01,26,0.27213118255346913
1957-03-01,1959-06-01,27,0.5763556102325067
1957-03-01,1959-07-01,28,0.6485124041983283
1957-03-01,1959-08-01,29,0.8229062188408807
1957-03-01,1959-09-01,30,1.4988888716863888
1957-03-01,1959-10-01,31,1.488164712130355
1957-03-01,1959-11-01,32,1.5685150121218285
1957-03-01,1959-12-01,33,1.9090054032779116
1957-03-01,1960-01-01,34,1.7943728642667076
1957-03-01,1960-02-01,35,1.3957900916077923
1957-03-01,1960-03-01,36,0.7378028813394333
1957-03-01,1960-04-01,37,0.6868551651347321
1957-03-01,1960-05-01,38,0.7484757074461279
1957-03-01,1960-06-01,39,0.12450670494094052
1957-03-01,1960-07-01,40,0.24113140375676823
1957-03-01,1960-08-01,41,0.26729997908046554
1957-03-01,1960-09-01,42,0.07319784486155978
1957-03-01,1960-10-01,43,0.2557915885919515
1957-03-01,1960-11-01,44,0.19024585619804713
1957-03-01,1960-12-01,45,0.32156345243498663
1957-03-01,1961-01-01,46,0.33542700673492476
1957-03-01,1961-02-01,47,0.15726696972693155
1957-03-01,1961-03-01,48,0.17506919613672967
1957-03-01,1961-04-01,49,0.24774133681175403
1957-03-01,1961-05-01,50,0.2292962363717117
1957-03-01,1961-06-01,51,0.21431818384547352
1957-03-01,1961-07-01,52,0.32048462356055163
1957-03-01,1961-08-01,53,0.17026744040998398
1957-03-01,1961-09-01,54,0.2596818917216237
1957-03-01,1961-10-01,55,0.22080712585418594
1957-03-01,1961-11-01,56,0.051412965048149406
1957-03-01,1961-12-01,57,0.07618348365162664
1957-03-01,1962-01-01,58,0.20672205361740037
1957-03-01,1962-02-01,59,0.2251933754499138
1957-03-01,1962-03-01,60,0.21812856411011428
1956-11-01,1956-12-01,1,0.020267892838317092
1956-11-01,1957-01-01,2,0.22097258088390426
1956-11-01,1957-02-01,3,0.2876499516067552
1956-11-01,1957-03-01,4,0.32120891469530166
1956-11-01,1957-04-01,5,0.3069251219052629
1956-11-01,1957-05-01,6,0.2884009602283766
1956-11-01,1957-06-01,7,0.006013948104227396
1956-11-01,1957-07-01,8,0.02574412083203148
1956-11-01,1957-08-01,9,0.28626529553162383
1956-11-01,1957-09-01,10,0.5192238287208175
1956-11-01,1957-10-01,11,0.6344263122643552
1956-11-01,1957-11-01,12,0.4348665119272348
