Maturity (Years),Execution Date,Horizon (Years),Metric,Value
5.0,2003-09-01,1.0,R-Squared,-9.322822375309508
5.0,2003-09-01,2.0,RMSE,0.012581133289578137
5.0,2003-09-01,2.0,R-Squared,-11.72051961270851
5.0,2003-09-01,3.0,RMSE,0.013192668667760478
5.0,2003-09-01,3.0,R-Squared,-12.427057722307131
5.0,2003-09-01,4.0,RMSE,0.012631415494033304
5.0,2003-09-01,4.0,R-Squared,-5.818469915026125
5.0,2003-09-01,5.0,RMSE,0.012747501633480285
5.0,2003-09-01,5.0,R-Squared,-5.485478230819062
6.0,2003-09-01,0.5,RMSE,0.004210987618397111
6.0,2003-09-01,0.5,R-Squared,-3.0477987181471464
6.0,2003-09-01,1.0,RMSE,0.005508059999330875
6.0,2003-09-01,1.0,R-Squared,-8.572364433015876
6.0,2003-09-01,2.0,RMSE,0.012498468330326933
6.0,2003-09-01,2.0,R-Squared,-9.584346096683367
6.0,2003-09-01,3.0,RMSE,0.01338966317173366
6.0,2003-09-01,3.0,R-Squared,-12.684146989532818
6.0,2003-09-01,4.0,RMSE,0.01299746012265922
6.0,2003-09-01,4.0,R-Squared,-7.410666078783658
6.0,2003-09-01,5.0,RMSE,0.013138053729489022
6.0,2003-09-01,5.0,R-Squared,-7.195942924160651
7.0,2003-09-01,0.5,RMSE,0.0037708040499105163
7.0,2003-09-01,0.5,R-Squared,-2.885033383892663
7.0,2003-09-01,1.0,RMSE,0.005010142315551293
7.0,2003-09-01,1.0,R-Squared,-7.971488135985792
7.0,2003-09-01,2.0,RMSE,0.012220286056612033
7.0,2003-09-01,2.0,R-Squared,-7.961359025701256
7.0,2003-09-01,3.0,RMSE,0.013429678905748888
7.0,2003-09-01,3.0,R-Squared,-12.26306843942384
7.0,2003-09-01,4.0,RMSE,0.013213054218702181
7.0,2003-09-01,4.0,R-Squared,-8.827519116116433
7.0,2003-09-01,5.0,RMSE,0.01334608757574635
7.0,2003-09-01,5.0,R-Squared,-8.773211690643143
8.0,2003-09-01,0.5,RMSE,0.0033750171803632054
8.0,2003-09-01,0.5,R-Squared,-2.84454327538285
8.0,2003-09-01,1.0,RMSE,0.004537588844623116
8.0,2003-09-01,1.0,R-Squared,-7.363465021675463
8.0,2003-09-01,2.0,RMSE,0.011880256744244201
8.0,2003-09-01,2.0,R-Squared,-6.851906878474888
8.0,2003-09-01,3.0,RMSE,0.013359181179679243
