Maturity (Years),Execution Date,Horizon (Years),Metric,Value
3.0,1998-11-01,4.0,R-Squared,-1.12635776630648
3.0,1998-11-01,5.0,RMSE,0.014982267119556431
3.0,1998-11-01,5.0,R-Squared,-2.4067785700781816
4.0,1998-11-01,0.5,RMSE,0.0068261114610476525
4.0,1998-11-01,0.5,R-Squared,-28.64900368226709
4.0,1998-11-01,1.0,RMSE,0.004972074013126198
4.0,1998-11-01,1.0,R-Squared,0.17780399462603436
4.0,1998-11-01,2.0,RMSE,0.003948288005325923
4.0,1998-11-01,2.0,R-Squared,0.71812451299758
4.0,1998-11-01,3.0,RMSE,0.0065201660405660115
4.0,1998-11-01,3.0,R-Squared,-0.05946604757440466
4.0,1998-11-01,4.0,RMSE,0.00881991564201968
4.0,1998-11-01,4.0,R-Squared,-1.2146258222397313
4.0,1998-11-01,5.0,RMSE,0.014308175730164076
4.0,1998-11-01,5.0,R-Squared,-2.6280741305436717
5.0,1998-11-01,0.5,RMSE,0.006825687381163066
5.0,1998-11-01,0.5,R-Squared,-40.41896544254827
5.0,1998-11-01,1.0,RMSE,0.004959129327186164
5.0,1998-11-01,1.0,R-Squared,0.2261989529893158
5.0,1998-11-01,2.0,RMSE,0.003827476684052936
5.0,1998-11-01,2.0,R-Squared,0.7079828531543286
5.0,1998-11-01,3.0,RMSE,0.006596642802260564
5.0,1998-11-01,3.0,R-Squared,-0.20164309427854477
5.0,1998-11-01,4.0,RMSE,0.00875438747624736
5.0,1998-11-01,4.0,R-Squared,-1.4377499294333647
5.0,1998-11-01,5.0,RMSE,0.013947708639036742
5.0,1998-11-01,5.0,R-Squared,-3.0012315327908183
6.0,1998-11-01,0.5,RMSE,0.005431968985001996
6.0,1998-11-01,0.5,R-Squared,-15.65597274686359
6.0,1998-11-01,1.0,RMSE,0.004078899147202758
6.0,1998-11-01,1.0,R-Squared,0.49399613721042857
6.0,1998-11-01,2.0,RMSE,0.0035761929866211573
6.0,1998-11-01,2.0,R-Squared,0.7208879910873345
6.0,1998-11-01,3.0,RMSE,0.0062929809682156
6.0,1998-11-01,3.0,R-Squared,-0.19798594623813504
6.0,1998-11-01,4.0,RMSE,0.008373969180277066
6.0,1998-11-01,4.0,R-Squared,-1.454705605948642
6.0,1998-11-01,5.0,RMSE,0.013384245172105376
6.0,1998-11-01,5.0,R-Squared,-2.9809391176998377
7.0,1998-11-01,0.5,RMSE,0.0046419782001366795
7.0,1998-11-01,0.5,R-Squared,-12.165313770401381
7.0,1998-11-01,1.0,RMSE,0.00375609945116955
7.0,1998-11-01,1.0,R-Squared,0.5752977160779922
7.0,1998-11-01,2.0,RMSE,0.00345826550200673
7.0,1998-11-01,2.0,R-Squared,0.708164224121526
7.0,1998-11-01,3.0,RMSE,0.005883694381383545
7.0,1998-11-01,3.0,R-Squared,-0.18156042768593528
7.0,1998-11-01,4.0,RMSE,0.007858484270099615
7.0,1998-11-01,4.0,R-Squared,-1.4550767371537363
7.0,1998-11-01,5.0,RMSE,0.01269829994336421
7.0,1998-11-01,5.0,R-Squared,-3.0640890394302636
8.0,1998-11-01,0.5,RMSE,0.003914554422472666
8.0,1998-11-01,0.5,R-Squared,-7.192649438764089
8.0,1998-11-01,1.0,RMSE,0.0034677023833597
8.0,1998-11-01,1.0,R-Squared,0.6173339094080683
8.0,1998-11-01,2.0,RMSE,0.003335221044645663
8.0,1998-11-01,2.0,R-Squared,0.6838002392981872
8.0,1998-11-01,3.0,RMSE,0.005586494121601468
8.0,1998-11-01,3.0,R-Squared,-0.2409154482324234
8.0,1998-11-01,4.0,RMSE,0.0075087498095599125
8.0,1998-11-01,4.0,R-Squared,-1.6100503667411314
8.0,1998-11-01,5.0,RMSE,0.012156704680780207
8.0,1998-11-01,5.0,R-Squared,-3.3049638175700196
9.0,1998-11-01,0.5,RMSE,0.0040448857217595825
9.0,1998-11-01,0.5,R-Squared,-5.925162554192131
9.0,1998-11-01,1.0,RMSE,0.0034394769500495246
9.0,1998-11-01,1.0,R-Squared,0.6204546123588124
9.0,1998-11-01,2.0,RMSE,0.0032395399658853505
9.0,1998-11-01,2.0,R-Squared,0.6855971604183698
9.0,1998-11-01,3.0,RMSE,0.005609785862012246
9.0,1998-11-01,3.0,R-Squared,-0.32741066914922756
9.0,1998-11-01,4.0,RMSE,0.007488132152742141
9.0,1998-11-01,4.0,R-Squared,-1.7970391423357155
9.0,1998-11-01,5.0,RMSE,0.01188619434600214
9.0,1998-11-01,5.0,R-Squared,-3.7134048593262943
10.0,1998-11-01,0.5,RMSE,0.004426981689599668
10.0,1998-11-01,0.5,R-Squared,-6.367855015140445
10.0,1998-11-01,1.0,RMSE,0.0035257246594022408
10.0,1998-11-01,1.0,R-Squared,0.5906100118462825
10.0,1998-11-01,2.0,RMSE,0.0032700134512648506
10.0,1998-11-01,2.0,R-Squared,0.671394226069132
10.0,1998-11-01,3.0,RMSE,0.0056328434287793985
10.0,1998-11-01,3.0,R-Squared,-0.37963896929946794
10.0,1998-11-01,4.0,RMSE,0.0074951734699916315
10.0,1998-11-01,4.0,R-Squared,-1.9168221446297542
10.0,1998-11-01,5.0,RMSE,0.011710453277582042
10.0,1998-11-01,5.0,R-Squared,-4.052511985260894
0.25,1999-10-01,0.5,RMSE,0.0019701398061008108
0.25,1999-10-01,0.5,R-Squared,0.4783192882848062
0.25,1999-10-01,1.0,RMSE,0.006386818702280511
0.25,1999-10-01,1.0,R-Squared,-0.06194011500600771
0.25,1999-10-01,2.0,RMSE,0.0062810495741743915
0.25,1999-10-01,2.0,R-Squared,-0.23977747129255356
0.25,1999-10-01,3.0,RMSE,0.008607319151962868
0.25,1999-10-01,3.0,R-Squared,-0.7319456278661105
0.25,1999-10-01,4.0,RMSE,0.014087274047753076
0.25,1999-10-01,4.0,R-Squared,-1.3986574217365422
0.25,1999-10-01,5.0,RMSE,0.017852642900386472
0.25,1999-10-01,5.0,R-Squared,-2.0957481532061886
0.5,1999-10-01,0.5,RMSE,0.002026237136338828
0.5,1999-10-01,0.5,R-Squared,0.4502248358186347
0.5,1999-10-01,1.0,RMSE,0.006943486834836662
0.5,1999-10-01,1.0,R-Squared,-0.23355857842044836
0.5,1999-10-01,2.0,RMSE,0.006410875835965699
0.5,1999-10-01,2.0,R-Squared,-0.32273729506899573
0.5,1999-10-01,3.0,RMSE,0.008917355099071945
0.5,1999-10-01,3.0,R-Squared,-0.8612549822228652
0.5,1999-10-01,4.0,RMSE,0.014872776048199891
0.5,1999-10-01,4.0,R-Squared,-1.4733679379980682
0.5,1999-10-01,5.0,RMSE,0.018603911462579586
0.5,1999-10-01,5.0,R-Squared,-2.1752467783406173
1.0,1999-10-01,0.5,RMSE,0.001968911349682918
1.0,1999-10-01,0.5,R-Squared,0.4424915319724294
1.0,1999-10-01,1.0,RMSE,0.006247794034948757
1.0,1999-10-01,1.0,R-Squared,-0.21016813187923544
1.0,1999-10-01,2.0,RMSE,0.006215644639895069
1.0,1999-10-01,2.0,R-Squared,-0.33239545423906414
1.0,1999-10-01,3.0,RMSE,0.00924775611866523
1.0,1999-10-01,3.0,R-Squared,-1.169062627398937
1.0,1999-10-01,4.0,RMSE,0.015821948300848855
1.0,1999-10-01,4.0,R-Squared,-1.7324607603256967
1.0,1999-10-01,5.0,RMSE,0.019286545431189326
1.0,1999-10-01,5.0,R-Squared,-2.513401043157423
2.0,1999-10-01,0.5,RMSE,0.002188346592487621
2.0,1999-10-01,0.5,R-Squared,-0.3717548070873229
2.0,1999-10-01,1.0,RMSE,0.004287393260461336
2.0,1999-10-01,1.0,R-Squared,-0.35671600547341065
2.0,1999-10-01,2.0,RMSE,0.006580366348378769
2.0,1999-10-01,2.0,R-Squared,-0.8072679585635703
2.0,1999-10-01,3.0,RMSE,0.00979895665462098
2.0,1999-10-01,3.0,R-Squared,-1.9711616945530048
2.0,1999-10-01,4.0,RMSE,0.01661471113496082
2.0,1999-10-01,4.0,R-Squared,-2.2641608364265338
2.0,1999-10-01,5.0,RMSE,0.019721595681535316
2.0,1999-10-01,5.0,R-Squared,-3.176745093605577
3.0,1999-10-01,0.5,RMSE,0.002056500268129396
3.0,1999-10-01,0.5,R-Squared,-0.66684322906152
3.0,1999-10-01,1.0,RMSE,0.0026140899856959606
3.0,1999-10-01,1.0,R-Squared,-0.13527189841163056
3.0,1999-10-01,2.0,RMSE,0.007080418366447374
3.0,1999-10-01,2.0,R-Squared,-1.4759431452873182
3.0,1999-10-01,3.0,RMSE,0.010251157449634998
3.0,1999-10-01,3.0,R-Squared,-2.939196903917867
3.0,1999-10-01,4.0,RMSE,0.016724949640022302
3.0,1999-10-01,4.0,R-Squared,-2.896740750835332
3.0,1999-10-01,5.0,RMSE,0.01956145857739279
3.0,1999-10-01,5.0,R-Squared,-3.959771976431977
4.0,1999-10-01,0.5,RMSE,0.0013711753481319541
4.0,1999-10-01,0.5,R-Squared,0.2891848622182106
4.0,1999-10-01,1.0,RMSE,0.0012609128230243688
4.0,1999-10-01,1.0,R-Squared,0.5854636642421918
4.0,1999-10-01,2.0,RMSE,0.00748199845618002
4.0,1999-10-01,2.0,R-Squared,-2.5278663538401225
4.0,1999-10-01,3.0,RMSE,0.010361022227281459
4.0,1999-10-01,3.0,R-Squared,-4.255886311777106
4.0,1999-10-01,4.0,RMSE,0.016550650617162602
4.0,1999-10-01,4.0,R-Squared,-3.607448417081331
4.0,1999-10-01,5.0,RMSE,0.01922918545188008
4.0,1999-10-01,5.0,R-Squared,-4.821633928217914
5.0,1999-10-01,0.5,RMSE,0.0013250748753953002
5.0,1999-10-01,0.5,R-Squared,0.38625753526258066
5.0,1999-10-01,1.0,RMSE,0.0015395016266100993
5.0,1999-10-01,1.0,R-Squared,-0.06137374329276657
5.0,1999-10-01,2.0,RMSE,0.00818027201723304
5.0,1999-10-01,2.0,R-Squared,-3.95661504640941
5.0,1999-10-01,3.0,RMSE,0.010826650333154024
5.0,1999-10-01,3.0,R-Squared,-5.973166047508805
5.0,1999-10-01,4.0,RMSE,0.01658857393276082
5.0,1999-10-01,4.0,R-Squared,-4.550626755028156
5.0,1999-10-01,5.0,RMSE,0.019082605370116225
5.0,1999-10-01,5.0,R-Squared,-5.965486861347815
6.0,1999-10-01,0.5,RMSE,0.0015973757988571617
6.0,1999-10-01,0.5,R-Squared,0.0399151734652331
6.0,1999-10-01,1.0,RMSE,0.0018278739861947047
6.0,1999-10-01,1.0,R-Squared,-1.1820263607099504
6.0,1999-10-01,2.0,RMSE,0.008280850579931168
6.0,1999-10-01,2.0,R-Squared,-3.964393110563142
6.0,1999-10-01,3.0,RMSE,0.010804232711286856
6.0,1999-10-01,3.0,R-Squared,-6.155021525969516
6.0,1999-10-01,4.0,RMSE,0.01629585743719855
6.0,1999-10-01,4.0,R-Squared,-4.742691496298693
6.0,1999-10-01,5.0,RMSE,0.01866334916850275
6.0,1999-10-01,5.0,R-Squared,-6.215699899523796
7.0,1999-10-01,0.5,RMSE,0.0016303968222347676
7.0,1999-10-01,0.5,R-Squared,-0.17604161619355674
7.0,1999-10-01,1.0,RMSE,0.0023394061202411756
7.0,1999-10-01,1.0,R-Squared,-3.1711013643553256
7.0,1999-10-01,2.0,RMSE,0.008133230516518113
7.0,1999-10-01,2.0,R-Squared,-4.947489442206189
7.0,1999-10-01,3.0,RMSE,0.010514866917383962
7.0,1999-10-01,3.0,R-Squared,-7.385318402040173
7.0,1999-10-01,4.0,RMSE,0.015770448921690036
7.0,1999-10-01,4.0,R-Squared,-5.236214608891049
7.0,1999-10-01,5.0,RMSE,0.018055933891112787
7.0,1999-10-01,5.0,R-Squared,-6.79842856892456
8.0,1999-10-01,0.5,RMSE,0.0017517405308462926
8.0,1999-10-01,0.5,R-Squared,-0.22136370613202905
8.0,1999-10-01,1.0,RMSE,0.0030058860657644387
8.0,1999-10-01,1.0,R-Squared,-4.2425721621924435
8.0,1999-10-01,2.0,RMSE,0.00811983633390936
8.0,1999-10-01,2.0,R-Squared,-6.337870337306489
8.0,1999-10-01,3.0,RMSE,0.010403797348459278
8.0,1999-10-01,3.0,R-Squared,-9.02383228414483
8.0,1999-10-01,4.0,RMSE,0.015378628673892173
8.0,1999-10-01,4.0,R-Squared,-5.959100595384034
8.0,1999-10-01,5.0,RMSE,0.017563750520868813
8.0,1999-10-01,5.0,R-Squared,-7.66853071335704
9.0,1999-10-01,0.5,RMSE,0.0018460968624718264
9.0,1999-10-01,0.5,R-Squared,-0.4837979235237928
9.0,1999-10-01,1.0,RMSE,0.003590089353331782
9.0,1999-10-01,1.0,R-Squared,-6.81658273857482
9.0,1999-10-01,2.0,RMSE,0.008504698702994482
9.0,1999-10-01,2.0,R-Squared,-8.23045727041696
9.0,1999-10-01,3.0,RMSE,0.01067119899651504
9.0,1999-10-01,3.0,R-Squared,-11.466331704381785
9.0,1999-10-01,4.0,RMSE,0.015289721987201995
9.0,1999-10-01,4.0,R-Squared,-7.221118894776126
9.0,1999-10-01,5.0,RMSE,0.0173351202058778
9.0,1999-10-01,5.0,R-Squared,-9.217317070628667
10.0,1999-10-01,0.5,RMSE,0.00214094253829176
10.0,1999-10-01,0.5,R-Squared,-0.9820076570321543
10.0,1999-10-01,1.0,RMSE,0.004289402123865611
10.0,1999-10-01,1.0,R-Squared,-8.327111262554
10.0,1999-10-01,2.0,RMSE,0.008790734540732384
10.0,1999-10-01,2.0,R-Squared,-10.521090992515425
10.0,1999-10-01,3.0,RMSE,0.010902955720107365
10.0,1999-10-01,3.0,R-Squared,-14.065039260673347
10.0,1999-10-01,4.0,RMSE,0.015262525590633708
10.0,1999-10-01,4.0,R-Squared,-8.46303402831827
10.0,1999-10-01,5.0,RMSE,0.017228585891769576
10.0,1999-10-01,5.0,R-Squared,-10.695985571724584
0.25,1998-12-01,0.5,RMSE,0.007395151402742268
0.25,1998-12-01,0.5,R-Squared,-9.87721782309134
0.25,1998-12-01,1.0,RMSE,0.007420639772023261
0.25,1998-12-01,1.0,R-Squared,-4.402510105432191
0.25,1998-12-01,2.0,RMSE,0.006392260290562636
0.25,1998-12-01,2.0,R-Squared,0.4713110093414187
0.25,1998-12-01,3.0,RMSE,0.006734723119110991
