ExecutionDate,ForecastDate,Horizon,Prediction,Actual
1990-04-01,1990-05-01,1,1.8577193549161237,1.0081197557124713
1990-04-01,1990-06-01,2,1.710883185196375,0.3264386515772397
1990-04-01,1990-07-01,3,1.6064434485188164,-0.7588913302971004
1990-04-01,1990-08-01,4,1.549335962569493,-1.2513878714040996
1990-04-01,1990-09-01,5,1.5145296361710865,-0.7408997348118894
1990-04-01,1990-10-01,6,1.4838036940257144,-1.6037078968348606
1990-04-01,1990-11-01,7,1.4602285027911992,-0.9680971898948603
1990-04-01,1990-12-01,8,1.4459900658979006,-1.0266385005860936
1990-04-01,1991-01-01,9,1.406089012802058,-1.2740079945094738
1990-04-01,1991-02-01,10,1.375673647064102,-0.7751346268749875
1990-04-01,1991-03-01,11,1.3483097909606907,-0.29771916826951594
1990-04-01,1991-04-01,12,1.3278467604013515,-0.9727994441075547
1990-04-01,1991-05-01,13,1.312419462698983,-1.250994204966524
1990-04-01,1991-06-01,14,1.300671642902499,-0.6835941192351389
1990-04-01,1991-07-01,15,1.2916037359066697,-1.136599701596895
1990-04-01,1991-08-01,16,1.2844982433734535,-2.1085998781299944
1990-04-01,1991-09-01,17,1.2788244567786289,-2.447259797606499
1990-04-01,1991-10-01,18,1.2741952179347835,-3.459851754339707
1990-04-01,1991-11-01,19,1.2703312998970775,-3.9914559943904293
1990-04-01,1991-12-01,20,1.2670311887607193,-3.7931949550272703
1990-04-01,1992-01-01,21,1.264616819610441,-3.7637424648960716
1990-04-01,1992-02-01,22,1.2628545529770259,-2.9445823401205002
1990-04-01,1992-03-01,23,1.2615724388966216,-2.265985803628291
1990-04-01,1992-04-01,24,1.2606438742440396,-2.4100317335164654
1990-04-01,1992-05-01,25,1.2599731212812435,-2.8422680215235077
1990-04-01,1992-06-01,26,1.2594903100291435,-3.8378031174072085
1990-04-01,1992-07-01,27,1.2591444489482042,-4.002735660957742
1990-04-01,1992-08-01,28,1.2588983240930653,-5.127956973419357
1990-04-01,1992-09-01,29,1.2587247764863252,-5.005130149426236
1990-04-01,1992-10-01,30,1.2586039853245725,-3.86325138393396
1990-04-01,1992-11-01,31,1.258521485246573,-2.819974737694884
1990-04-01,1992-12-01,32,1.2584667193242098,-2.808291897806063
1990-04-01,1993-01-01,33,1.2575919449277935,-3.5277552373034164
1990-04-01,1993-02-01,34,1.2561182697129694,-3.89704534261046
1990-04-01,1993-03-01,35,1.2542070592360484,-3.5448358757673253
1990-04-01,1993-04-01,36,1.2519760789321603,-4.33223877121382
1990-04-01,1993-05-01,37,1.2495112746234964,-2.8886919959686246
1990-04-01,1993-06-01,38,1.246875370001798,-2.946559896224945
1990-04-01,1993-07-01,39,1.244114141120391,-2.4283531634248683
1990-04-01,1993-08-01,40,1.2412609955544627,-2.706280219410719
1990-04-01,1993-09-01,41,1.2383403142984968,-2.2020302660568634
1990-04-01,1993-10-01,42,1.235369890702191,-2.0233503467767364
1990-04-01,1993-11-01,43,1.232362710419879,-2.317425416884381
1990-04-01,1993-12-01,44,1.229328250427829,-1.7611203193425609
1990-04-01,1994-01-01,45,1.2271133681904896,-1.889445607493758
1990-04-01,1994-02-01,46,1.2254963025710883,-1.4298325931567903
1990-04-01,1994-03-01,47,1.2243152110231839,-0.6292201563625335
1990-04-01,1994-04-01,48,1.2234519799328196,0.4525732437996935
1990-04-01,1994-05-01,49,1.2228204093133692,0.6789205212887691
1990-04-01,1994-06-01,50,1.2223575899280614,1.2041510050157664
1990-04-01,1994-07-01,51,1.2220176102645415,0.5191104309769662
1990-04-01,1994-08-01,52,1.2217669638488082,0.4700259103935908
1990-04-01,1994-09-01,53,1.2215811974765844,1.1808172388152647
1990-04-01,1994-10-01,54,1.2214424650733435,0.9981575135605179
1990-04-01,1994-11-01,55,1.2213377424873284,2.555430709834532
1990-04-01,1994-12-01,56,1.2212575246352548,4.2352787849926585
1990-04-01,1995-01-01,57,,1.9741336112955366
1990-04-01,1995-02-01,58,,0.7595413817340142
1990-04-01,1995-03-01,59,,1.0981916768287228
1990-04-01,1995-04-01,60,,0.46655851359859524
1989-12-01,1990-01-01,1,0.4002086666788244,0.30612178147216523
1989-12-01,1990-02-01,2,0.6373669721190788,0.8176197562096037
1989-12-01,1990-03-01,3,0.8030710671380678,1.6196512277273807
1989-12-01,1990-04-01,4,0.904471954103981,2.062556534019971
1989-12-01,1990-05-01,5,0.9714300684693922,1.0081197557124713
1989-12-01,1990-06-01,6,1.021462351771552,0.3264386515772397
1989-12-01,1990-07-01,7,1.0592194866768865,-0.7588913302971004
1989-12-01,1990-08-01,8,1.1041912221632295,-1.2513878714040996
1989-12-01,1990-09-01,9,1.1423341867265542,-0.7408997348118894
1989-12-01,1990-10-01,10,1.1634614209258232,-1.6037078968348606
1989-12-01,1990-11-01,11,1.1762851161755796,-0.9680971898948603
1989-12-01,1990-12-01,12,1.1831345312965662,-1.0266385005860936
1989-12-01,1991-01-01,13,1.1890997007483934,-1.2740079945094738
1989-12-01,1991-02-01,14,1.1944198217309183,-0.7751346268749875
1989-12-01,1991-03-01,15,1.1992829294426781,-0.29771916826951594
1989-12-01,1991-04-01,16,1.2038163422463628,-0.9727994441075547
1989-12-01,1991-05-01,17,1.2081033235704823,-1.250994204966524
1989-12-01,1991-06-01,18,1.2122112378295817,-0.6835941192351389
1989-12-01,1991-07-01,19,1.2161757942762905,-1.136599701596895
1989-12-01,1991-08-01,20,1.2200501410660984,-2.1085998781299944
1989-12-01,1991-09-01,21,1.2238581650135751,-2.447259797606499
