execution_date,mse,r_squared,rmse,maturity
2023-12-01,0.1398652860887694,0.3421804180710485,0.3739856763149752,0.5 years
2024-01-01,0.1423295741984266,0.32556705774762706,0.37726591974153534,0.5 years
2024-02-01,0.2304122159601623,-0.16011504805919752,0.4800127247898354,0.5 years
2024-03-01,0.27215677934946125,-0.5023224156229258,0.5216864761036664,0.5 years
2024-04-01,0.3813375503585191,-1.5381806732360102,0.6175253438997618,0.5 years
2024-05-01,0.42912790791282457,-2.8804722865615666,0.6550785509485291,0.5 years
2024-06-01,0.44248486966988904,-5.926249279792827,0.6651953620327558,0.5 years
2024-07-01,0.27563341160788396,-8.266124179908886,0.5250080109940075,0.5 years
2024-08-01,0.1419015852049286,-17.592048893249846,0.37669826812042634,0.5 years
2024-09-01,0.004685511613167292,0.36931905832626233,0.0684507970236088,0.5 years
2024-10-01,0.007062069726850658,-0.3873525351305833,0.08403612156002119,0.5 years
2024-11-01,0.010044446347612368,-4.697814862636066,0.10022198535058248,0.5 years
2024-12-01,0.009039801759524997,-3.5480243774434053,0.09507787208138914,0.5 years
2025-01-01,0.004598992287793918,-1.427442597472039,0.06781587047140158,0.5 years
2025-02-01,0.005545735951863741,-1.7049203760846154,0.07446969821251957,0.5 years
2025-03-01,0.011140639388455397,-3.630357185559169,0.10554922732287242,0.5 years
2025-04-01,0.02066500392756444,-25.691308172801644,0.14375327449336395,0.5 years
2025-05-01,0.001029669848790484,-3.5763104390690135,0.03208846909390481,0.5 years
2025-06-01,0.0027607555577362623,,0.052542892552049913,0.5 years
1956-04-01,0.7521285842859676,-0.003391289644524953,0.8672534717635714,1.0 years
1956-05-01,0.746453846893743,0.005568610505697125,0.8639756054969047,1.0 years
1956-06-01,1.4442078314765772,-0.9369974874068918,1.20175198417834,1.0 years
1956-07-01,1.3398737390874638,-0.8039916776394909,1.1575291525864322,1.0 years
1956-08-01,0.9536801770732538,-0.28337475301558057,0.976565500656896,1.0 years
1956-09-01,6.912182306148722,-8.282215448246506,2.629102947042721,1.0 years
1956-10-01,2.483684451818654,-2.3285300949720726,1.575970955258584,1.0 years
1956-11-01,7.385873084194381,-8.881182448717855,2.7176962825515254,1.0 years
1956-12-01,32.630283079205206,-42.73029640341603,5.712292278867145,1.0 years
1957-01-01,1.8633480922329844,-1.4970539532873457,1.3650450879853693,1.0 years
1957-02-01,1.750605947378149,-1.3450606050046026,1.3231046622917437,1.0 years
1957-03-01,1.9924263804608937,-1.6610981359956751,1.411533343729752,1.0 years
1957-04-01,2.6517867325512046,-2.538149572855618,1.628430757677834,1.0 years
1957-05-01,2.2330635104154104,-1.9735026443027364,1.4943438394209716,1.0 years
1957-06-01,4.798997587148275,-5.403835675703193,2.1906614496878047,1.0 years
1957-07-01,9.432975293132161,-11.658344321841232,3.0713149127258443,1.0 years
1957-08-01,20.720324546511925,-27.109200035549904,4.551958319944497,1.0 years
1957-09-01,21.285112163637812,-28.240480484190147,4.613579105600967,1.0 years
1957-10-01,12.564003189349894,-16.446266065125513,3.544573766949969,1.0 years
1957-11-01,1.5367385917101715,-1.136125915515518,1.2396526092862352,1.0 years
1957-12-01,0.7117965528398266,0.011375375290763268,0.8436803617720555,1.0 years
1958-01-01,1.1423954888025458,-0.598234565946576,1.0688290269273875,1.0 years
1958-02-01,2.3163875427883744,-2.362863999437101,1.5219683120184777,1.0 years
1958-03-01,2.737121755070208,-3.179841193563578,1.6544249016108914,1.0 years
1958-04-01,4.226532955313884,-6.067125331379576,2.055853339933052,1.0 years
1958-05-01,4.70525231331998,-7.8110614576534765,2.169159356368264,1.0 years
1958-06-01,5.655182355319584,-11.335708767594342,2.3780627315778666,1.0 years
1958-07-01,3.5903595645155604,-7.8568536739535215,1.8948244152204605,1.0 years
1958-08-01,1.4366727659235055,-2.6674047908254814,1.1986128507251645,1.0 years
1958-09-01,0.738671423832349,-0.8955848269733049,0.859459960575447,1.0 years
1958-10-01,0.5935963699385878,-0.5238494031115477,0.7704520555742503,1.0 years
1958-11-01,0.6901161217592549,-0.7748831618925478,0.8307322804365164,1.0 years
1958-12-01,0.511165438307909,-0.3087502128936883,0.7149583472538166,1.0 years
1959-01-01,0.45591545673360145,-0.16375298171817065,0.6752151188573916,1.0 years
1959-02-01,0.3608883647795601,0.08591626369958638,0.6007398478372815,1.0 years
1959-03-01,0.3516038486006733,0.11661847333632325,0.5929619284580362,1.0 years
1959-04-01,0.3685106384421982,0.07680617227017161,0.6070507708933399,1.0 years
1959-05-01,0.6305579917253474,-0.5867369455096398,0.7940768172698076,1.0 years
1959-06-01,0.9037351341577353,-1.2995382568868559,0.9506498483446654,1.0 years
1959-07-01,2.755114103147517,-6.259847801530628,1.6598536390740952,1.0 years
1959-08-01,2.893458899045066,-6.9060070488641285,1.7010170190345144,1.0 years
1959-09-01,17.2838851705367,-51.70186124368771,4.157389225287512,1.0 years
1959-10-01,7.381345630474401,-23.64425275582444,2.71686319686406,1.0 years
1959-11-01,6.9299006747922,-24.225435552225175,2.632470450886809,1.0 years
1959-12-01,16.46287141747795,-70.6437174826613,4.057446415848021,1.0 years
1960-01-01,10.506845923280618,-54.36258271767199,3.241426525972881,1.0 years
1960-02-01,3.4099503558463318,-19.011076710240403,1.8466050893047847,1.0 years
1960-03-01,0.5405367710825982,-2.170527122187499,0.7352120585807868,1.0 years
1960-04-01,0.5754339776284222,-2.378304075033513,0.7585736468059131,1.0 years
1960-05-01,0.8922404196717416,-4.381610233762751,0.944584786915257,1.0 years
1960-06-01,0.21481220033409573,-0.25155157115782556,0.46347837094528554,1.0 years
1960-07-01,0.2574958827487898,-0.4467714575262496,0.5074405213902313,1.0 years
1960-08-01,0.3829368641204997,-1.0845324257249653,0.618818926763314,1.0 years
1960-09-01,0.3542086602073705,-0.8013920147387155,0.5951543162973537,1.0 years
1960-10-01,0.3961917300923134,-0.9108643129294964,0.629437630025655,1.0 years
1960-11-01,0.40735602443803187,-0.8536979994530518,0.6382444864141263,1.0 years
1960-12-01,0.6095587851821688,-1.442801555578178,0.7807424576530783,1.0 years
1961-01-01,0.7162654542949318,-1.6302468840077324,0.8463246742798722,1.0 years
1961-02-01,0.6972842322303918,-1.315912953921286,0.8350354676481663,1.0 years
1961-03-01,0.8021568433181332,-1.4964112937381762,0.8956320914963539,1.0 years
1961-04-01,0.8686488497121364,-1.55731194888737,0.932013331295286,1.0 years
1961-05-01,0.9541015664063879,-1.6416379784911848,0.9767812275051092,1.0 years
1961-06-01,0.8645629736877173,-1.2438341480041517,0.9298187854026811,1.0 years
1961-07-01,1.072353954293439,-1.5991181095573723,1.035545244928216,1.0 years
1961-08-01,1.0821253767385381,-1.2734197999575372,1.0402525543052217,1.0 years
1961-09-01,1.1933618632427734,-1.2916632981043281,1.0924110321864995,1.0 years
1961-10-01,1.3050777745017044,-1.3521391724403138,1.1424000063470345,1.0 years
1961-11-01,1.3839311198847342,-1.3714798744455443,1.1764060182967164,1.0 years
1961-12-01,1.3371211887326526,-1.254642313588557,1.15633956463171,1.0 years
1962-01-01,1.2688054068368548,-1.140295870738547,1.1264126272538206,1.0 years
1962-02-01,1.3868751981691476,-1.3392371266651755,1.177656655468455,1.0 years
1962-03-01,1.6697998604668147,-1.9031999340936223,1.292207359701536,1.0 years
1962-04-01,1.5750296495198495,-1.811774321931912,1.2550018523969793,1.0 years
1962-05-01,1.6912935783135918,-2.120875382202161,1.300497434950793,1.0 years
1962-06-01,1.5121425014752092,-1.7841398010981284,1.2296920352166265,1.0 years
1962-07-01,1.4295153240136933,-1.605327501219198,1.1956234039252047,1.0 years
1962-08-01,1.7158837085630754,-2.110154915771601,1.3099174434150709,1.0 years
1962-09-01,1.9500845951822223,-2.5429336730744425,1.3964542939825213,1.0 years
1962-10-01,2.1215687944390393,-2.843710622839048,1.4565606044511294,1.0 years
1962-11-01,2.1708052619424243,-2.8779665112617088,1.473365284626465,1.0 years
1962-12-01,2.2540726009505416,-2.9534793070825573,1.5013569199063033,1.0 years
1963-01-01,2.37498623943869,-3.246636578218336,1.5410990362201549,1.0 years
1963-02-01,2.4875366156785046,-3.545870804248774,1.5771926374664904,1.0 years
1963-03-01,2.4861216684692664,-3.596133609150405,1.576744008540786,1.0 years
1963-04-01,2.5974337444640736,-3.7214624000904024,1.6116555911434904,1.0 years
1963-05-01,2.5974168616224578,-3.6237938917109513,1.611650353402517,1.0 years
1963-06-01,2.741686355971235,-3.88321195311556,1.6558038398225905,1.0 years
1963-07-01,2.3249610747740834,-3.188157567034536,1.524782304059856,1.0 years
1963-08-01,2.245344752282823,-3.097964441809574,1.4984474472876328,1.0 years
1963-09-01,2.30624523872978,-3.2780036241410624,1.518632687232097,1.0 years
1963-10-01,2.232593394599643,-3.151844446774245,1.494186532732658,1.0 years
1963-11-01,2.210040838982414,-3.090897350980394,1.4866206103045976,1.0 years
1963-12-01,2.1899558451146683,-2.816483196992066,1.4798499400664475,1.0 years
1964-01-01,2.4445157955407177,-3.084755295298505,1.5634947379318926,1.0 years
1964-02-01,2.304746820854672,-2.672470628319431,1.5181392626681756,1.0 years
1964-03-01,2.3499689248508324,-2.647083100973792,1.5329608360459939,1.0 years
1964-04-01,2.6488783432052534,-3.049131152790741,1.6275375090010225,1.0 years
1964-05-01,2.79508506273971,-3.1139245110564193,1.6718507896160202,1.0 years
1964-06-01,3.1842559938975503,-3.1692743140054684,1.7844483724382587,1.0 years
1964-07-01,3.646519814962145,-3.373942714871877,1.9095862941910076,1.0 years
1964-08-01,3.6595533851116704,-3.0348286315615223,1.9129959187388954,1.0 years
1964-09-01,3.9127391518439607,-2.890483210271418,1.978064496381238,1.0 years
1964-10-01,4.118843629981342,-2.887051838207488,2.0294934417192243,1.0 years
1964-11-01,3.841614989070494,-2.328071822962194,1.9600038237387432,1.0 years
1964-12-01,4.468491676446765,-2.545890433175493,2.113880714810267,1.0 years
1965-01-01,4.868059957409717,-2.636569155625871,2.2063680466798186,1.0 years
1965-02-01,4.684128424111012,-2.487273241249937,2.1642847373002962,1.0 years
1965-03-01,4.99772465570831,-2.7574270688021585,2.2355591371530097,1.0 years
1965-04-01,5.213544972017743,-2.8390675481599996,2.2833188502742545,1.0 years
1965-05-01,5.446461918006534,-2.9646400332588825,2.333765609054717,1.0 years
1965-06-01,5.898201644928552,-3.3269302021382066,2.428621346552103,1.0 years
1965-07-01,5.86732226860037,-3.406898647429651,2.4222556158672375,1.0 years
1965-08-01,5.644559299291851,-3.3557333148157733,2.3758281291566212,1.0 years
1965-09-01,4.964980530960346,-2.9318215289782694,2.228223626784427,1.0 years
1965-10-01,5.124767252646083,-3.198503318726302,2.2637948786597435,1.0 years
1965-11-01,4.85571340976443,-3.0693107212482715,2.203568335623933,1.0 years
1965-12-01,2.88124037970998,-1.4128907334373983,1.697421685884206,1.0 years
1966-01-01,3.118434510307893,-1.5448015513278164,1.7659089756575488,1.0 years
1966-02-01,2.677277996789643,-1.0652286676858624,1.6362389791193837,1.0 years
1966-03-01,3.035520162705107,-1.2544423579998116,1.7422744223299345,1.0 years
1966-04-01,2.9780676020678545,-1.2038660324281047,1.7257078553648224,1.0 years
1966-05-01,2.5390475378000112,-0.8826977554302691,1.5934389030646927,1.0 years
1966-06-01,2.5216873876348367,-0.8860302918841445,1.5879821748479537,1.0 years
1966-07-01,1.9859307748371868,-0.49392383405749585,1.4092305612770348,1.0 years
1966-08-01,1.3238058054638095,0.0096648230641031,1.150567601431489,1.0 years
1966-09-01,1.3269428534663115,0.011637081769697355,1.15193005580474,1.0 years
1966-10-01,1.5137459331747405,-0.1068145171155459,1.2303438272185303,1.0 years
1966-11-01,1.6086756826047546,-0.16011895393853215,1.2683357925268666,1.0 years
1966-12-01,2.705428743147643,-0.9217086786043889,1.6448187569296633,1.0 years
1967-01-01,3.79025840178127,-1.669767732474008,1.9468585983017026,1.0 years
1967-02-01,3.3622029917909813,-1.3374743946588254,1.8336310947927834,1.0 years
1967-03-01,5.272697396437021,-2.778097013055852,2.2962354836638643,1.0 years
1967-04-01,5.2191022758391385,-2.8068617926971733,2.284535461716263,1.0 years
1967-05-01,5.073326389687218,-2.7648441421691348,2.2524045794854923,1.0 years
1967-06-01,2.893180679258398,-1.1554428849999372,1.700935236644358,1.0 years
1967-07-01,2.6554780121162973,-0.9671788232155665,1.6295637490188277,1.0 years
1967-08-01,2.2763395335475876,-0.6916195099283724,1.5087542986011961,1.0 years
1967-09-01,2.1039553091131573,-0.57012398500241,1.4505017439193781,1.0 years
1967-10-01,1.7036479305917764,-0.2708762887346736,1.3052386489036312,1.0 years
1967-11-01,1.456343608771149,-0.08279762293242943,1.2067906234186396,1.0 years
1967-12-01,1.3726686117910964,-0.02013371229471983,1.1716094109348458,1.0 years
1968-01-01,1.9084064893580972,-0.42391462874379937,1.3814508638956715,1.0 years
1968-02-01,1.7991638618996182,-0.34331698797133425,1.3413291400322362,1.0 years
1968-03-01,1.5979974788798998,-0.17707730034917346,1.2641192502607892,1.0 years
1968-04-01,1.3920604787927988,-0.017293620298821644,1.179856126310661,1.0 years
1968-05-01,1.4447771162967995,-0.03928723459167305,1.2019888170431534,1.0 years
1968-06-01,1.456473341476733,-0.012831133461083333,1.206844373345931,1.0 years
1968-07-01,2.14401124909395,-0.37222291146207986,1.4642442586856708,1.0 years
1968-08-01,2.4573528942079945,-0.4946445071152177,1.5675946204959987,1.0 years
1968-09-01,2.5148717445388677,-0.5111137840940403,1.5858347153908783,1.0 years
1968-10-01,2.1388346122218973,-0.2764529199150958,1.4624755082468552,1.0 years
1968-11-01,1.9896390952596108,-0.17718416731303144,1.4105456728725982,1.0 years
1968-12-01,1.9988104383550012,-0.1706550160598539,1.41379292626431,1.0 years
1969-01-01,1.8927210360167321,-0.10112159906774187,1.3757619837808908,1.0 years
1969-02-01,1.9841413516637227,-0.14627627452637548,1.4085955245079131,1.0 years
1969-03-01,1.816717130896148,-0.008543757270420338,1.3478564949193026,1.0 years
1969-04-01,1.9242930107193803,-0.0033540067903463644,1.3871888879022136,1.0 years
1969-05-01,2.3820627737633226,-0.18643312879751384,1.5433932660742442,1.0 years
1969-06-01,10.521941996631705,-4.040579568890065,3.243754305836326,1.0 years
1969-07-01,9.2003602546521,-3.2247524238487797,3.0332095632600296,1.0 years
1969-08-01,9.723605427893862,-3.1663386323355827,3.1182696207823115,1.0 years
1969-09-01,17.61503402540181,-6.50757894139655,4.197026807801185,1.0 years
1969-10-01,7.299714875310199,-2.092105174170453,2.7017984520149168,1.0 years
1969-11-01,14.915881192835087,-5.365788583819887,3.862108386986969,1.0 years
1969-12-01,21.960025730490553,-8.551727026866143,4.68615255091963,1.0 years
1970-01-01,15.455637075103235,-5.865950220960662,3.9313658027590406,1.0 years
1970-02-01,3.035246585652727,-0.35131068584710556,1.7421959090908024,1.0 years
1970-03-01,2.5524941947942867,-0.13839701078273725,1.5976527140759618,1.0 years
1970-04-01,6.23800765289207,-1.8138334591323937,2.49760037894217,1.0 years
1970-05-01,5.596963564146097,-1.5542895633787697,2.365790262078635,1.0 years
1970-06-01,3.9992357694351455,-0.8369976319537114,1.999808933232159,1.0 years
1970-07-01,2.655446548447811,-0.21367535261232606,1.6295540949743925,1.0 years
1970-08-01,2.4175525528581914,-0.09468810261601912,1.5548480803146625,1.0 years
1970-09-01,2.2954578965881094,-0.023242338560046427,1.5150768616106938,1.0 years
1970-10-01,2.3819622910290033,-0.06177569297108643,1.5433607131934528,1.0 years
1970-11-01,4.488622152240111,-1.0274341772936455,2.1186368618147164,1.0 years
1970-12-01,4.788697748583062,-1.199101959645044,2.1883093356705907,1.0 years
1971-01-01,6.780810185342925,-2.2211121697970007,2.603998883514147,1.0 years
1971-02-01,8.69672955823717,-3.403001805215891,2.9490217968399572,1.0 years
1971-03-01,7.960078322404824,-3.270302263293014,2.821361076219211,1.0 years
1971-04-01,5.3876057197102325,-1.9706591097502,2.321121651208793,1.0 years
1971-05-01,4.5163824584550865,-1.538715246137599,2.125178218045509,1.0 years
1971-06-01,2.4626284602909814,-0.38566025667911785,1.5692764129658552,1.0 years
1971-07-01,2.5340379903288675,-0.4251402166186997,1.591866197369888,1.0 years
1971-08-01,4.299381220008336,-1.4467898762131064,2.073494928860048,1.0 years
1971-09-01,4.31813083314312,-1.4836958644542073,2.0780112687719283,1.0 years
1971-10-01,5.975825154484073,-2.5283126988537274,2.444550092447294,1.0 years
1971-11-01,5.630098058543286,-2.34667675790759,2.372782766825334,1.0 years
1971-12-01,6.48616960323879,-2.91666604710177,2.5467959484887652,1.0 years
1972-01-01,6.810842496788139,-3.2878671533953883,2.6097590878830443,1.0 years
1972-02-01,6.905424987981658,-3.5482087721568965,2.627817533235833,1.0 years
1972-03-01,4.662488929117098,-2.0985681977611685,2.159279724611218,1.0 years
1972-04-01,6.106913120982274,-3.2051503637167533,2.471216931186389,1.0 years
1972-05-01,6.040878925371769,-3.337694277460036,2.457819953815122,1.0 years
1972-06-01,4.566189704999601,-2.337201531217591,2.136864456393901,1.0 years
1972-07-01,5.536872292093065,-3.222697262629854,2.3530559475059376,1.0 years
1972-08-01,3.9479353931901207,-2.077237727844038,1.9869412153332873,1.0 years
1972-09-01,3.422625518941556,-1.7152627551164796,1.850033923727226,1.0 years
1972-10-01,3.907107320122103,-2.1750629415780796,1.9766404124478745,1.0 years
1972-11-01,4.191641885397975,-2.510518728911893,2.047349966517199,1.0 years
1972-12-01,3.348511214337584,-1.858931233854455,1.8298937713259706,1.0 years
1973-01-01,2.4251668318600914,-1.0845047173932265,1.557294715800478,1.0 years
1973-02-01,1.7730696950839857,-0.5245602323583269,1.3315666318603758,1.0 years
1973-03-01,1.0033779199546862,0.14104066325422804,1.0016875360883184,1.0 years
1973-04-01,1.286442330824087,-0.09145822942867676,1.1342144113103514,1.0 years
1973-05-01,1.0294365351345867,0.13883122107002444,1.0146115193188903,1.0 years
1973-06-01,1.3147785252034803,-0.0773812968227805,1.1466379224513203,1.0 years
1973-07-01,6.692096355952216,-4.616900342784501,2.5869086485518222,1.0 years
1973-08-01,3.4268634042880737,-1.8720809639465101,1.8511789228186653,1.0 years
1973-09-01,1.1673334325689073,0.06340622546192476,1.0804320582845122,1.0 years
1973-10-01,1.4321427250179164,-0.029368387636530935,1.1967216572862365,1.0 years
1973-11-01,1.6090136651965778,-0.039246012085130344,1.268469024137593,1.0 years
1973-12-01,1.874894167526066,-0.06928747534993218,1.36926774866206,1.0 years
1974-01-01,2.255154412150156,-0.1842992425721377,1.5017171545101813,1.0 years
1974-02-01,2.4624549844614396,-0.18938205786016016,1.569221139438747,1.0 years
1974-03-01,2.9904761103859707,-0.36272406558807413,1.7292993119717508,1.0 years
1974-04-01,5.513894840988061,-1.3981080730851638,2.3481684013264594,1.0 years
1974-05-01,4.200161388059529,-0.7644880534517287,2.049429527468444,1.0 years
1974-06-01,5.000071612660713,-1.0731983682188648,2.2360839905201937,1.0 years
1974-07-01,5.661006283641958,-1.298559776818987,2.379286927556649,1.0 years
1974-08-01,11.776808076636513,-3.6656443365532727,3.4317354322028546,1.0 years
1974-09-01,3.423382628296302,-0.2626404243806022,1.8502385328103785,1.0 years
1974-10-01,3.855517701060509,-0.2004301041304657,1.9635472240464473,1.0 years
1974-11-01,4.392241452382082,-0.24263559547698432,2.0957675091436268,1.0 years
1974-12-01,5.141576843325717,-0.3465041000200404,2.2675045409713555,1.0 years
1975-01-01,7.779160212321765,-0.8653862510177468,2.78911459289893,1.0 years
1975-02-01,10.319733711398785,-1.0174219811797043,3.212434234563999,1.0 years
1975-03-01,11.04466266601227,-0.803846650580857,3.323351119880695,1.0 years
1975-04-01,10.050971616282117,-0.6054339086126217,3.1703267365181964,1.0 years
1975-05-01,12.548227282712114,-1.0230886319063903,3.542347707765588,1.0 years
1975-06-01,10.439507244762114,-0.6898934675322639,3.23102263142215,1.0 years
1975-07-01,9.236355534747188,-0.4916736683663101,3.0391373010687075,1.0 years
1975-08-01,9.129665776592331,-0.4418855347413686,3.021533679539636,1.0 years
1975-09-01,9.00728675819975,-0.36485133531113245,3.001214213980693,1.0 years
1975-10-01,14.648345424012502,-1.0874143479254421,3.827315694323177,1.0 years
1975-11-01,14.739780953438446,-0.9151897429420668,3.839242236879362,1.0 years
1975-12-01,17.614061743053114,-1.189944196784623,4.1969109763078265,1.0 years
1976-01-01,20.757626938971836,-1.491885584698521,4.556053877970698,1.0 years
1976-02-01,19.918861230027456,-1.2774059184117896,4.46305514530433,1.0 years
1976-03-01,21.204521464440088,-1.389909090872497,4.604836746773993,1.0 years
1976-04-01,22.61663572257134,-1.4183083440559785,4.755695083010615,1.0 years
1976-05-01,21.355828509951056,-1.1922558792571554,4.621236686207606,1.0 years
1976-06-01,23.948755612218992,-1.3752003427304214,4.893746582345575,1.0 years
1976-07-01,27.337902923832825,-1.580255277520061,5.228566048529255,1.0 years
1976-08-01,30.60173193774128,-1.728503497084247,5.531883218013671,1.0 years
1976-09-01,33.32216577501819,-1.8521206260958452,5.772535471958418,1.0 years
1976-10-01,36.19425559828316,-2.114435388656653,6.016166187721477,1.0 years
1976-11-01,40.16379488140101,-2.5888299276070725,6.337491213516671,1.0 years
1976-12-01,41.92562969811997,-2.8706631494491934,6.475000362789177,1.0 years
1977-01-01,38.94225597532856,-2.6647536646182304,6.240373063794228,1.0 years
1977-02-01,40.25612157021422,-2.868116964660773,6.344771199201293,1.0 years
1977-03-01,42.620639502312926,-3.2129085570196176,6.528448475887125,1.0 years
1977-04-01,42.43737772522856,-3.3487190114893313,6.514397725440822,1.0 years
1977-05-01,41.592527464288295,-3.4439258734100138,6.449226888882752,1.0 years
1977-06-01,43.84708551381252,-3.8623914315242507,6.621713185710517,1.0 years
1977-07-01,41.08329783169752,-3.774063737867701,6.40962540494353,1.0 years
1977-08-01,40.45731562676104,-3.948585389869801,6.360606545508143,1.0 years
1977-09-01,38.45154736735852,-3.9263098778979018,6.20093116937759,1.0 years
1977-10-01,35.50600772686164,-3.698463210551684,5.958691779817248,1.0 years
1977-11-01,36.49191309473362,-4.017257305816746,6.04085367268018,1.0 years
1977-12-01,35.943343181033214,-4.0928638860842685,5.995276739320147,1.0 years
1978-01-01,33.664689583644154,-3.906919532535362,5.802128021997115,1.0 years
1978-02-01,33.03828129952509,-3.9303469067573973,5.7478936402411875,1.0 years
1978-03-01,31.646057746746447,-3.8708609893565527,5.625482890094543,1.0 years
1978-04-01,29.636902757069326,-3.6482856779416766,5.443978577939973,1.0 years
1978-05-01,27.544492582676487,-3.427925050918917,5.248284727668316,1.0 years
1978-06-01,23.756087275724905,-2.8936391373179537,4.874021673702827,1.0 years
1978-07-01,24.076427074894067,-3.0601380542205323,4.906773591158865,1.0 years
1978-08-01,22.864253612514343,-2.9646006379202654,4.781658040106417,1.0 years
1978-09-01,19.98398020330819,-2.5210927961281695,4.470344528479678,1.0 years
1978-10-01,11.368946749771,-1.000930792649505,3.371786877869211,1.0 years
1978-11-01,10.150932232428824,-0.7844072443458792,3.1860527667364242,1.0 years
1978-12-01,7.474462962058326,-0.30803096756923276,2.7339464080442992,1.0 years
1979-01-01,9.875461343764176,-0.7229196727700731,3.142524676715232,1.0 years
1979-02-01,8.691323436997983,-0.5146645094443272,2.948105058677181,1.0 years
1979-03-01,9.560861136878085,-0.6747382729693208,3.09206421939747,1.0 years
1979-04-01,8.883306977025429,-0.565062506374937,2.9804877079138286,1.0 years
1979-05-01,11.246355897829952,-1.004539893806561,3.3535586915737663,1.0 years
1979-06-01,14.885000421927948,-1.7042412697200655,3.8581083994527616,1.0 years
1979-07-01,12.452269240160891,-1.2973252751612057,3.5287773010153094,1.0 years
1979-08-01,8.633186699182946,-0.6058029262710349,2.9382284967617727,1.0 years
1979-09-01,6.917005944691986,-0.29132565797841004,2.6300201414992976,1.0 years
1979-10-01,17.74901920612119,-2.2898144327029084,4.212958486161618,1.0 years
1979-11-01,6.316372572987774,-0.15259568234611587,2.5132394579482025,1.0 years
1979-12-01,6.01636897367204,-0.07409585545068453,2.4528287697415894,1.0 years
1980-01-01,9.604983829217515,-0.6768080586955056,3.099190834591751,1.0 years
1980-02-01,155.787711389696,-26.930521542504717,12.481494757828326,1.0 years
1980-03-01,191.72508682537966,-34.65572919217892,13.84648283230726,1.0 years
1980-04-01,7.461892742899779,-0.3591976375837904,2.7316465259802154,1.0 years
1980-05-01,20.008344437463318,-2.5845422626068744,4.473068794179597,1.0 years
1980-06-01,21.91862586110563,-2.8639195388048617,4.681733211226974,1.0 years
1980-07-01,16.27376417214369,-1.810206996471817,4.034075380077037,1.0 years
1980-08-01,7.1299174458117,-0.18905635755674033,2.670190526125748,1.0 years
1980-09-01,4.261752197852344,0.31153887449131756,2.064401171732942,1.0 years
1980-10-01,9.170257430481724,-0.45565974502122586,3.028243291164322,1.0 years
1980-11-01,31.902589657887514,-4.100476218154921,5.648237747996052,1.0 years
1980-12-01,9.625592695313717,-0.5145252095597537,3.1025139315261288,1.0 years
1981-01-01,11.531186125032617,-0.7946955888767049,3.395760021708339,1.0 years
1981-02-01,20.512392885759933,-2.1956469197133064,4.529060927583105,1.0 years
1981-03-01,6.133064232412431,0.07447867863234015,2.4765024192220024,1.0 years
1981-04-01,33.51416345186407,-4.1010895525455116,5.7891418579841405,1.0 years
1981-05-01,22.976965663251768,-2.52978424952333,4.793429426126118,1.0 years
1981-06-01,25.817420123127288,-2.9967950951812425,5.081084542017313,1.0 years
1981-07-01,61.23535980303523,-8.92055964546845,7.825302537476441,1.0 years
1981-08-01,103.72807035707606,-17.077482110343908,10.184697853008506,1.0 years
1981-09-01,87.34563439393652,-15.616896948470753,9.34588863586211,1.0 years
1981-10-01,19.867267117763955,-2.8334248535855036,4.457271263650436,1.0 years
1981-11-01,4.10586512884169,0.23359652503693495,2.026293445886279,1.0 years
1981-12-01,10.689140058491544,-1.0073664895111012,3.2694250348481066,1.0 years
1982-01-01,17.073677112412938,-2.303314883724283,4.132030628203636,1.0 years
1982-02-01,20.784345199952433,-3.2075129921874517,4.558985106353434,1.0 years
1982-03-01,21.899200637932733,-3.7130106065409265,4.6796581753299815,1.0 years
1982-04-01,16.089685054980148,-2.674076188991911,4.01119496596465,1.0 years
1982-05-01,11.021738942516908,-1.6408290336586524,3.3199004416573863,1.0 years
1982-06-01,24.797164911765222,-5.659159242703407,4.979675181351212,1.0 years
1982-07-01,9.450496236950148,-1.686105490260796,3.074165941674286,1.0 years
1982-08-01,4.114895895528401,-0.19744848472397147,2.028520617476786,1.0 years
1982-09-01,2.7769725900086426,0.18049001627998018,1.6664250928285504,1.0 years
1982-10-01,2.508564611754581,0.26874640106829695,1.5838448824788938,1.0 years
1982-11-01,2.458603925896489,0.28757784327712854,1.5679935988059674,1.0 years
1982-12-01,2.840966242029686,0.18336291709999641,1.6855166098350043,1.0 years
1983-01-01,2.641103757985214,0.25069987578329533,1.6251473034728925,1.0 years
1983-02-01,2.8692518925721022,0.1970667609903407,1.6938866232933367,1.0 years
1983-03-01,2.4853597079355962,0.3090602757958826,1.5765023653441173,1.0 years
1983-04-01,2.7029386504187958,0.2523779253649928,1.6440616321837804,1.0 years
1983-05-01,2.488905432885834,0.30797016247351205,1.5776265188205458,1.0 years
1983-06-01,2.5876144358720903,0.27498737351915603,1.6086063644882456,1.0 years
1983-07-01,3.517613415723217,-0.010359478759949692,1.8755301692383455,1.0 years
1983-08-01,3.8150238120649425,-0.1283229379101658,1.9532085940997042,1.0 years
1983-09-01,2.8184877244206965,0.1530174792248451,1.6788352284904842,1.0 years
1983-10-01,2.7958164596584187,0.146681006525473,1.6720695140030568,1.0 years
1983-11-01,3.01908079554217,0.06223290984656127,1.7375502282069921,1.0 years
1983-12-01,3.2247553459294096,-0.01871127575877396,1.795760380988903,1.0 years
1984-01-01,2.9825536789379914,0.04606555790940947,1.7270071450164852,1.0 years
