horizon,mse,r_squared,rmse,maturity
5,1.271804214029788,0.8825683191579208,1.1277429733896762,1.0 years
6,1.5176548559450123,0.8600046107325058,1.2319313519612252,1.0 years
7,1.7393085540358157,0.8397112961645768,1.3188284778680721,1.0 years
8,1.9069356958091643,0.8244401895726907,1.3809184247482413,1.0 years
9,2.1197340324527603,0.8050587054921247,1.4559306413606248,1.0 years
10,2.359570218812622,0.7832160993688236,1.5360892613427848,1.0 years
11,2.6289801199286935,0.7587033575922215,1.6214130010360388,1.0 years
12,2.968969308878271,0.7277714812059379,1.7230697341890349,1.0 years
13,3.2745354626109324,0.7000617537279911,1.80956775573918,1.0 years
14,3.5824898500316373,0.6721899842485488,1.8927466417964232,1.0 years
15,3.8919100927892223,0.6442587787898779,1.9727924606479066,1.0 years
16,4.1453848626072896,0.6215114029296016,2.0360218227237374,1.0 years
17,4.396326851759622,0.5990627378126698,2.096741961176821,1.0 years
18,4.657082000290066,0.5757773694678552,2.1580273400237693,1.0 years
19,4.977169272856135,0.5471442662288284,2.230957030705911,1.0 years
20,5.319301216761991,0.5165260566155618,2.30636103348153,1.0 years
21,5.545788735611953,0.49640970978236243,2.3549498371752957,1.0 years
22,5.701256918754301,0.4826574395754897,2.387730495419092,1.0 years
23,5.858767007006111,0.46854287345355317,2.420489001628826,1.0 years
24,6.053234378658871,0.451031879625864,2.460332168358344,1.0 years
25,6.268775546867716,0.4314579045939513,2.503752293432343,1.0 years
26,6.462025556126031,0.4138659416126923,2.5420514463964006,1.0 years
27,6.609064687897731,0.400392671910236,2.570810122879115,1.0 years
28,6.7858933141896545,0.3843891325258466,2.6049747242899794,1.0 years
29,7.043618403942345,0.36140704002149726,2.6539816133391625,1.0 years
30,7.2984857542247585,0.338882818791995,2.701570978935175,1.0 years
31,7.540235500049226,0.3176236221886466,2.7459489252441,1.0 years
32,7.712063859847485,0.3027025443356469,2.7770602909997266,1.0 years
33,7.893354953214927,0.2870056538656479,2.809511515052915,1.0 years
34,8.102501424210649,0.2688446919563229,2.846489315667749,1.0 years
35,8.317625879704748,0.25022613599902177,2.8840294519482197,1.0 years
36,8.494140381572077,0.2351408210279472,2.9144708579040683,1.0 years
37,8.661858092343959,0.22090418112215515,2.943103479720677,1.0 years
38,8.849414081379242,0.2049633581606839,2.9747964773038245,1.0 years
39,9.014249524525974,0.19111736937057722,3.0023739814563366,1.0 years
40,9.151112441233096,0.179851521010298,3.02508056772594,1.0 years
41,9.260208193301642,0.171103945859982,3.043059019030298,1.0 years
42,9.395795598493232,0.16002862684300356,3.065256204380513,1.0 years
43,9.56314834577295,0.14614935620101754,3.0924340487345807,1.0 years
44,9.753194599117625,0.1302844140584809,3.1230105025628117,1.0 years
45,9.939364521817593,0.11480018067562836,3.152675771756048,1.0 years
46,10.122102845612462,0.09966804274116692,3.181525238877174,1.0 years
47,10.296845902151865,0.08528619721605157,3.208869879280222,1.0 years
48,10.426195507493501,0.07490101780360736,3.228961986071298,1.0 years
49,10.534916232825298,0.06637514597695804,3.245753569331057,1.0 years
50,10.580454537611626,0.06349187874361839,3.2527610637136606,1.0 years
51,10.622302503583706,0.06074905586699786,3.259187399273584,1.0 years
52,10.742680332748566,0.05102221073834501,3.2776028332835825,1.0 years
53,10.876698317836505,0.04001325762792263,3.2979839778016666,1.0 years
54,11.034619690766986,0.026965801342343942,3.3218398051030373,1.0 years
55,11.275604330515444,0.006613876463862467,3.357916665213037,1.0 years
56,11.542827649515822,-0.015992790223501085,3.3974737157946966,1.0 years
57,11.80797537471604,-0.0384735930907496,3.4362734720502153,1.0 years
58,12.055133942010507,-0.05936042569953082,3.472050394509058,1.0 years
59,12.247194991400368,-0.07531595952266823,3.499599261544151,1.0 years
60,12.483380161899964,-0.09513864963416796,3.5331827241030096,1.0 years
1,0.2152239733926836,0.9847848182986758,0.46392237862888613,2.0 years
2,0.551888683148705,0.9609703409751772,0.74289210734043,2.0 years
3,0.8720608419788242,0.9382816754805371,0.9338419791264602,2.0 years
4,1.1434575317210582,0.9189609620940278,1.0693257369581348,2.0 years
5,1.3737339665759458,0.9024699986410378,1.172063977168459,2.0 years
6,1.6484173614332003,0.8823890776705023,1.2839070688461842,2.0 years
7,1.9330113197905143,0.8615710032538941,1.3903277742282625,2.0 years
8,2.1775048691800682,0.8435036066545909,1.4756371061951743,2.0 years
9,2.4667659973504956,0.8219068630750122,1.570594154245614,2.0 years
10,2.805199339143844,0.7951556650428153,1.674872932238098,2.0 years
11,3.162710949154105,0.7664365483905026,1.7784012340172577,2.0 years
12,3.6480001580061097,0.7297328073236268,1.9099738631735539,2.0 years
13,4.148976648827089,0.6923025507918218,2.0369036915934657,2.0 years
14,4.614788801430523,0.6575205820893106,2.148205949491464,2.0 years
15,5.182762749556674,0.614726750886676,2.2765681956745056,2.0 years
16,5.64161443030857,0.5787777213479017,2.3752082919837934,2.0 years
17,6.1020342487831964,0.5417020405984917,2.4702295943460797,2.0 years
18,6.601706944173292,0.5001646442221939,2.569378707815041,2.0 years
19,7.513712178258075,0.42494910630420046,2.7411151340755597,2.0 years
20,8.881034397023607,0.3146993254976803,2.980106440552687,2.0 years
21,10.13049811285186,0.21134139402450736,3.182844343170407,2.0 years
22,10.998047275223293,0.13409096263730247,3.3163303929529238,2.0 years
23,12.17619056853379,0.032502841383552084,3.4894398645819633,2.0 years
