Actuals,Predictions
3.3118580396374075,6.170671892728286
3.1057517817486033,6.244615134114441
2.9633575248754562,6.449576723921804
3.006382124744697,6.343162677694175
2.9500140391710286,6.517103894975301
2.9782885140459645,6.602241384621953
3.1467173450517443,6.560390719748028
3.0973665114149056,6.4954544290947736
3.117916922678263,6.444343531503051
3.1009879086303687,6.376007279047589
3.000696395669054,6.205198208004826
3.1312917283833492,6.200315313081782
3.2411332630950342,6.05445696416726
3.0886073031849524,5.765955767316613
3.060859495404469,5.361964317492137
3.4589619214186764,5.2833513819573765
3.603264263014912,5.061243428757701
4.055069112569138,4.9475467932678745
4.394596621365777,4.923574285287748
4.362225809620412,4.967569060807895
4.477390855102326,5.0532176816103105
4.736660532731167,4.983072515876488
4.946349238703331,4.907904434682354
5.262141131529189,4.914670891030739
5.848911784587639,4.653347281078077
5.936178643036312,4.409720640486989
6.096715376130245,4.27113088590177
5.9851384725252,4.248758595968018
5.930249778985599,4.2902751232301455
5.918145222978934,4.30320766554538
5.829872317467481,4.407627511054864
5.576034653623537,4.354066124695476
5.5756897644436645,4.196756387473049
5.465423174175921,4.2578877421666
5.470111842090266,4.020689516732512
5.548144603980418,4.133740883663002
5.5061757598303,4.190430514404911
5.128685157432393,4.261826650768911
5.049083758661008,4.233152103878464
5.051521218550395,4.309598518820316
5.113253785726742,4.343310543623992
5.16516286409942,4.359217761657217
5.188150116989281,4.375647782424359
5.1916931614683,4.314123924035018
5.32441033591765,4.31656365257571
5.30639026790758,4.291294132072239
5.07347196597742,4.1949898269040125
5.170095874966443,4.247656826653747
5.1545580574636,4.351972110975652
5.17812210758825,4.234025486266078
5.171218567507894,4.271687029473993
5.223619691430037,4.415987184421345
5.3481286158881005,4.536154857179785
5.2990492795623565,4.793728542830288
5.0701134940694494,4.902005388429858
5.137376844842053,4.857342566801583
5.22466784064181,4.942416082546256
5.222595492364986,4.993325815114249
5.119304401431499,5.136668488361031
5.217771877792204,5.216081978961376
5.255759666405361,5.393339205032018
5.364524429363084,5.46912537081436
5.204613080614478,5.536259093818777
5.30028792587165,5.4552254905705775
5.150332584917288,5.415041900487867
5.052896621443972,5.435323799172356
5.122508727615976,5.296678239625469
5.130043765254117,5.169026779437511
5.108189206809681,5.1595820163557935
4.90373019908584,5.052374913650647
4.380452721551185,5.130131103027221
4.53895180358097,5.11156667081806
4.5624567121319055,4.968223250111587
4.468076708740643,4.833447409114977
4.451071532583581,4.736772902480357
4.621200847876021,4.5101295090672435
4.430948484652052,4.6020116662751445
4.520696349871862,4.600688076339042
4.603882512160371,4.655638209071571
4.793360243054134,4.659174392081729
4.679579888049453,4.743346095165602
4.969627883664377,4.717276031912167
4.712045436445894,4.713151379412057
4.846225331721494,4.7644178037086755
5.184079564190768,4.745473818254095
5.314321045740083,4.8012313034034735
5.6058271783526,4.828314422286758
5.721638839425383,4.846604436395893
5.882802032318587,4.995122663349416
5.687879762791498,4.960799234848496
5.4832965304907235,4.845756299373096
5.8632916686569905,4.829819404363271
6.165957274503015,4.825014168289697
6.289544038191826,4.8280484747637145
6.1551343288688996,4.863856005013025
6.362084998621532,4.928901355427434
6.108017903381288,5.020241502026455
5.745272518524688,4.948120293118455
4.82749238681723,4.779440483406709
4.849989249231193,4.819454439173479
4.290438062789706,4.8314116448174875
3.7973904136986354,4.787377106777247
3.491354521385634,4.800168443366993
3.5313541707494673,4.785435014399094
3.4980002340521015,4.664216032758363
3.2503491647297906,4.556692675927941
2.3380390079846505,4.4969048630310775
1.9332192997213444,4.408487539619451
1.7131070433251803,4.4236269402390365
1.6582630462562717,4.403980856153685
1.737635796919084,4.4154936853897
1.7378265115537206,4.592587028259339
1.830576511823111,4.616598359645691
1.7538471497543484,4.642076633243412
1.7224725480541467,4.742145331674443
1.636664488010919,4.844389371286037
1.5818580407074234,4.753270603195441
1.575833042969056,4.873189203384379
1.3993182316577844,4.904534535858434
1.300660114461927,4.8923821599805315
1.114262595540939,5.121941799432319
1.0039766512181534,5.146661095934604
0.9869527676948496,5.438432112291451
1.008631789649729,5.445359816142916
0.9207457678136864,5.558774836162195
0.9127967094878053,5.550107461615994
0.8765158047029832,5.627729000840602
0.6025870887121275,5.782142928814835
0.7236833810872232,5.815342469514917
0.7640278292791894,5.822073377050167
0.6820242245911158,5.752961025522766
0.750745455277136,5.795871485302282
0.8183328617506397,5.594815374009856
0.6760192410240541,5.2678810496419555
0.6976433645381211,4.881585138598739
0.7319545600278046,4.727451444436358
